char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,hedging_count,meta_count,restatement_count,verification_count,first_person,first_person_plural,math_term_count,unique_word_ratio,exclamation_count,question_count,has_bullets,step_count,model,agent_id,ses_3level,question_id,hedging_count_per_100words,meta_count_per_100words,restatement_count_per_100words,verification_count_per_100words,first_person_per_100words,first_person_plural_per_100words,math_term_count_per_100words,exclamation_count_per_100words,question_count_per_100words,step_count_per_100words,scenario.scenario_name
264,57,4,4.631578947,14.25,0,2,0,2,0,0,3,0.649122807,0,0,1,2,Claude Sonnet,8,High,q_2007_2_6_1_mc,0,3.50877193,0,3.50877193,0,0,5.263157895,0,0,3.50877193,moderate_stress
506,106,5,4.773584906,21.2,0,2,0,1,1,0,0,0.518867925,0,0,1,1,Claude Sonnet,8,High,q_2007_2_6_6_mc,0,1.886792453,0,0.943396226,0.943396226,0,0,0,0,0.943396226,moderate_stress
228,54,4,4.222222222,13.5,0,0,0,1,2,0,4,0.703703704,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_12_mc,0,0,0,1.851851852,3.703703704,0,7.407407407,0,0,0,moderate_stress
304,62,3,4.903225806,20.66666667,0,1,0,0,0,1,0,0.661290323,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_1_mc,0,1.612903226,0,0,0,1.612903226,0,0,0,0,moderate_stress
440,93,2,4.731182796,46.5,1,1,0,0,1,0,0,0.559139785,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_4_mc,1.075268817,1.075268817,0,0,1.075268817,0,0,0,0,0,moderate_stress
301,60,4,5.016666667,15,0,0,0,1,0,0,3,0.683333333,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_11_mc,0,0,0,1.666666667,0,0,5,0,0,0,moderate_stress
297,63,5,4.714285714,12.6,1,1,0,2,3,0,0,0.714285714,0,0,1,1,Claude Sonnet,8,High,q_2007_3_9_1_mc,1.587301587,1.587301587,0,3.174603175,4.761904762,0,0,0,0,1.587301587,moderate_stress
315,60,5,5.25,12,0,1,0,0,1,0,1,0.733333333,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_4_mc,0,1.666666667,0,0,1.666666667,0,1.666666667,0,0,0,moderate_stress
257,51,4,5.039215686,12.75,0,1,1,1,1,1,0,0.745098039,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_5_mc,0,1.960784314,1.960784314,1.960784314,1.960784314,1.960784314,0,0,0,0,moderate_stress
410,73,6,5.616438356,12.16666667,0,0,0,1,0,1,1,0.684931507,0,0,0,0,Claude Sonnet,8,High,q_2007_4_3_2_mc,0,0,0,1.369863014,0,1.369863014,1.369863014,0,0,0,moderate_stress
377,74,6,5.094594595,12.33333333,1,0,0,1,0,3,1,0.756756757,0,0,1,0,Claude Sonnet,8,High,q_2007_4_3_8_mc,1.351351351,0,0,1.351351351,0,4.054054054,1.351351351,0,0,0,moderate_stress
271,49,3,5.530612245,16.33333333,0,0,0,0,0,0,1,0.653061224,0,0,1,0,Claude Sonnet,8,High,q_2007_4_6_2_mc,0,0,0,0,0,0,2.040816327,0,0,0,moderate_stress
362,81,6,4.469135802,13.5,0,1,0,0,0,1,0,0.555555556,0,0,1,0,Claude Sonnet,8,High,q_2007_4_9_11_mc,0,1.234567901,0,0,0,1.234567901,0,0,0,0,moderate_stress
312,58,4,5.379310345,14.5,0,3,0,0,1,0,0,0.74137931,0,0,0,1,Claude Sonnet,8,High,q_2007_4_9_1_mc,0,5.172413793,0,0,1.724137931,0,0,0,0,1.724137931,moderate_stress
266,61,4,4.360655738,15.25,0,0,0,1,0,1,0,0.62295082,0,0,1,0,Claude Sonnet,8,High,q_2007_4_9_5_mc,0,0,0,1.639344262,0,1.639344262,0,0,0,0,moderate_stress
224,64,4,3.5,16,0,1,0,0,0,1,2,0.484375,0,0,1,0,Claude Sonnet,8,High,q_2007_1_2_1_mc,0,1.5625,0,0,0,1.5625,3.125,0,0,0,challenging_conditions
273,60,4,4.55,15,0,1,0,1,0,1,0,0.683333333,0,0,1,0,Claude Sonnet,8,High,q_2007_1_2_5_mc,0,1.666666667,0,1.666666667,0,1.666666667,0,0,0,0,challenging_conditions
452,103,3,4.388349515,34.33333333,0,3,0,2,1,0,2,0.572815534,0,0,1,2,Claude Sonnet,8,High,q_2007_1_6_19_mc,0,2.912621359,0,1.941747573,0.970873786,0,1.941747573,0,0,1.941747573,challenging_conditions
349,72,5,4.847222222,14.4,0,0,0,1,1,0,1,0.583333333,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_20_mc,0,0,0,1.388888889,1.388888889,0,1.388888889,0,0,0,challenging_conditions
269,61,6,4.409836066,10.16666667,0,2,0,2,2,0,2,0.754098361,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_6_mc,0,3.278688525,0,3.278688525,3.278688525,0,3.278688525,0,0,0,challenging_conditions
419,83,5,5.048192771,16.6,0,1,0,2,0,0,1,0.662650602,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_7_mc,0,1.204819277,0,2.409638554,0,0,1.204819277,0,0,0,challenging_conditions
299,68,6,4.397058824,11.33333333,0,1,0,1,1,1,1,0.676470588,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_9_mc,0,1.470588235,0,1.470588235,1.470588235,1.470588235,1.470588235,0,0,0,challenging_conditions
338,64,4,5.28125,16,0,1,0,0,1,2,1,0.703125,0,0,1,0,Claude Sonnet,8,High,q_2007_1_9_4_mc,0,1.5625,0,0,1.5625,3.125,1.5625,0,0,0,challenging_conditions
360,74,7,4.864864865,10.57142857,0,1,0,2,2,0,1,0.648648649,0,0,1,0,Claude Sonnet,8,High,q_2007_2_2_11_mc,0,1.351351351,0,2.702702703,2.702702703,0,1.351351351,0,0,0,challenging_conditions
264,57,4,4.631578947,14.25,0,2,0,2,0,0,3,0.649122807,0,0,1,2,Claude Sonnet,8,High,q_2007_2_6_1_mc,0,3.50877193,0,3.50877193,0,0,5.263157895,0,0,3.50877193,challenging_conditions
506,106,5,4.773584906,21.2,0,2,0,1,1,0,0,0.518867925,0,0,1,1,Claude Sonnet,8,High,q_2007_2_6_6_mc,0,1.886792453,0,0.943396226,0.943396226,0,0,0,0,0.943396226,challenging_conditions
228,54,4,4.222222222,13.5,0,0,0,1,2,0,4,0.703703704,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_12_mc,0,0,0,1.851851852,3.703703704,0,7.407407407,0,0,0,challenging_conditions
304,62,3,4.903225806,20.66666667,0,1,0,0,0,1,0,0.661290323,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_1_mc,0,1.612903226,0,0,0,1.612903226,0,0,0,0,challenging_conditions
440,93,2,4.731182796,46.5,1,1,0,0,1,0,0,0.559139785,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_4_mc,1.075268817,1.075268817,0,0,1.075268817,0,0,0,0,0,challenging_conditions
301,60,4,5.016666667,15,0,0,0,1,0,0,3,0.683333333,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_11_mc,0,0,0,1.666666667,0,0,5,0,0,0,challenging_conditions
297,63,5,4.714285714,12.6,1,1,0,2,3,0,0,0.714285714,0,0,1,1,Claude Sonnet,8,High,q_2007_3_9_1_mc,1.587301587,1.587301587,0,3.174603175,4.761904762,0,0,0,0,1.587301587,challenging_conditions
315,60,5,5.25,12,0,1,0,0,1,0,1,0.733333333,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_4_mc,0,1.666666667,0,0,1.666666667,0,1.666666667,0,0,0,challenging_conditions
257,51,4,5.039215686,12.75,0,1,1,1,1,1,0,0.745098039,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_5_mc,0,1.960784314,1.960784314,1.960784314,1.960784314,1.960784314,0,0,0,0,challenging_conditions
410,73,6,5.616438356,12.16666667,0,0,0,1,0,1,1,0.684931507,0,0,0,0,Claude Sonnet,8,High,q_2007_4_3_2_mc,0,0,0,1.369863014,0,1.369863014,1.369863014,0,0,0,challenging_conditions
377,74,6,5.094594595,12.33333333,1,0,0,1,0,3,1,0.756756757,0,0,1,0,Claude Sonnet,8,High,q_2007_4_3_8_mc,1.351351351,0,0,1.351351351,0,4.054054054,1.351351351,0,0,0,challenging_conditions
271,49,3,5.530612245,16.33333333,0,0,0,0,0,0,1,0.653061224,0,0,1,0,Claude Sonnet,8,High,q_2007_4_6_2_mc,0,0,0,0,0,0,2.040816327,0,0,0,challenging_conditions
362,81,6,4.469135802,13.5,0,1,0,0,0,1,0,0.555555556,0,0,1,0,Claude Sonnet,8,High,q_2007_4_9_11_mc,0,1.234567901,0,0,0,1.234567901,0,0,0,0,challenging_conditions
312,58,4,5.379310345,14.5,0,3,0,0,1,0,0,0.74137931,0,0,0,1,Claude Sonnet,8,High,q_2007_4_9_1_mc,0,5.172413793,0,0,1.724137931,0,0,0,0,1.724137931,challenging_conditions
266,61,4,4.360655738,15.25,0,0,0,1,0,1,0,0.62295082,0,0,1,0,Claude Sonnet,8,High,q_2007_4_9_5_mc,0,0,0,1.639344262,0,1.639344262,0,0,0,0,challenging_conditions
195,58,4,3.362068966,14.5,0,1,0,0,0,0,2,0.413793103,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_1_mc,0,1.724137931,0,0,0,0,3.448275862,0,0,0,optimal_conditions
317,68,4,4.661764706,17,0,1,0,0,0,1,0,0.676470588,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_5_mc,0,1.470588235,0,0,0,1.470588235,0,0,0,0,optimal_conditions
313,78,3,4.012820513,26,0,2,0,1,1,0,3,0.487179487,0,0,1,2,Claude Sonnet,9,High,q_2007_1_6_19_mc,0,2.564102564,0,1.282051282,1.282051282,0,3.846153846,0,0,2.564102564,optimal_conditions
346,71,5,4.873239437,14.2,0,0,0,1,1,0,1,0.577464789,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_20_mc,0,0,0,1.408450704,1.408450704,0,1.408450704,0,0,0,optimal_conditions
239,52,4,4.596153846,13,0,1,0,2,2,0,1,0.826923077,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_6_mc,0,1.923076923,0,3.846153846,3.846153846,0,1.923076923,0,0,0,optimal_conditions
406,75,5,5.413333333,15,0,1,0,2,0,0,1,0.666666667,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_7_mc,0,1.333333333,0,2.666666667,0,0,1.333333333,0,0,0,optimal_conditions
256,70,5,3.657142857,14,0,2,0,1,0,2,1,0.528571429,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_9_mc,0,2.857142857,0,1.428571429,0,2.857142857,1.428571429,0,0,0,optimal_conditions
273,53,5,5.150943396,10.6,0,0,0,0,0,2,0,0.79245283,0,0,1,0,Claude Sonnet,9,High,q_2007_1_9_4_mc,0,0,0,0,0,3.773584906,0,0,0,0,optimal_conditions
377,80,7,4.7125,11.42857143,0,3,0,1,1,0,1,0.7,0,0,1,0,Claude Sonnet,9,High,q_2007_2_2_11_mc,0,3.75,0,1.25,1.25,0,1.25,0,0,0,optimal_conditions
246,59,2,4.169491525,29.5,0,1,0,2,0,1,2,0.576271186,0,0,1,2,Claude Sonnet,9,High,q_2007_2_6_1_mc,0,1.694915254,0,3.389830508,0,1.694915254,3.389830508,0,0,3.389830508,optimal_conditions
232,56,5,4.142857143,11.2,0,1,0,1,1,0,0,0.553571429,0,0,0,0,Claude Sonnet,9,High,q_2007_2_6_2_mc,0,1.785714286,0,1.785714286,1.785714286,0,0,0,0,0,optimal_conditions
429,95,8,4.515789474,11.875,0,2,0,1,1,0,0,0.610526316,0,0,1,0,Claude Sonnet,9,High,q_2007_2_6_6_mc,0,2.105263158,0,1.052631579,1.052631579,0,0,0,0,0,optimal_conditions
280,65,4,4.307692308,16.25,0,1,0,1,1,0,3,0.646153846,0,0,1,0,Claude Sonnet,9,High,q_2007_2_9_12_mc,0,1.538461538,0,1.538461538,1.538461538,0,4.615384615,0,0,0,optimal_conditions
303,62,4,4.887096774,15.5,0,0,0,1,0,0,0,0.677419355,0,0,1,0,Claude Sonnet,9,High,q_2007_2_9_5_mc,0,0,0,1.612903226,0,0,0,0,0,0,optimal_conditions
492,81,7,6.074074074,11.57142857,0,3,0,2,1,0,0,0.728395062,0,0,0,0,Claude Sonnet,9,High,q_2007_2_9_8_mc,0,3.703703704,0,2.469135802,1.234567901,0,0,0,0,0,optimal_conditions
290,58,4,5,14.5,0,1,1,1,0,0,0,0.75862069,0,0,1,0,Claude Sonnet,9,High,q_2007_3_4_1_mc,0,1.724137931,1.724137931,1.724137931,0,0,0,0,0,0,optimal_conditions
490,99,2,4.949494949,49.5,0,2,0,0,2,0,0,0.525252525,0,0,1,0,Claude Sonnet,9,High,q_2007_3_4_4_mc,0,2.02020202,0,0,2.02020202,0,0,0,0,0,optimal_conditions
299,58,4,5.155172414,14.5,0,0,0,1,0,0,3,0.706896552,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_11_mc,0,0,0,1.724137931,0,0,5.172413793,0,0,0,optimal_conditions
269,60,4,4.483333333,15,1,1,0,2,1,0,0,0.65,0,0,1,1,Claude Sonnet,9,High,q_2007_3_9_1_mc,1.666666667,1.666666667,0,3.333333333,1.666666667,0,0,0,0,1.666666667,optimal_conditions
239,47,4,5.085106383,11.75,0,0,0,0,0,0,0,0.680851064,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_4_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
271,53,4,5.113207547,13.25,0,2,1,0,2,1,1,0.716981132,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_5_mc,0,3.773584906,1.886792453,0,3.773584906,1.886792453,1.886792453,0,0,0,optimal_conditions
289,49,4,5.897959184,12.25,0,0,0,1,0,0,0,0.836734694,0,0,0,0,Claude Sonnet,9,High,q_2007_4_3_2_mc,0,0,0,2.040816327,0,0,0,0,0,0,optimal_conditions
260,67,4,3.880597015,16.75,1,0,0,1,0,2,1,0.71641791,0,0,1,0,Claude Sonnet,9,High,q_2007_4_3_8_mc,1.492537313,0,0,1.492537313,0,2.985074627,1.492537313,0,0,0,optimal_conditions
242,45,3,5.377777778,15,0,0,0,0,0,0,0,0.666666667,0,0,1,0,Claude Sonnet,9,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
354,83,6,4.265060241,13.83333333,0,1,0,0,0,1,0,0.542168675,0,0,1,0,Claude Sonnet,9,High,q_2007_4_9_11_mc,0,1.204819277,0,0,0,1.204819277,0,0,0,0,optimal_conditions
218,46,3,4.739130435,15.33333333,0,0,0,1,0,0,0,0.717391304,0,0,0,0,Claude Sonnet,9,High,q_2007_4_9_1_mc,0,0,0,2.173913043,0,0,0,0,0,0,optimal_conditions
219,53,3,4.132075472,17.66666667,0,1,0,0,0,0,0,0.603773585,0,0,0,0,Claude Sonnet,9,High,q_2007_4_9_5_mc,0,1.886792453,0,0,0,0,0,0,0,0,optimal_conditions
195,58,4,3.362068966,14.5,0,1,0,0,0,0,2,0.413793103,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_1_mc,0,1.724137931,0,0,0,0,3.448275862,0,0,0,moderate_stress
317,68,4,4.661764706,17,0,1,0,0,0,1,0,0.676470588,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_5_mc,0,1.470588235,0,0,0,1.470588235,0,0,0,0,moderate_stress
313,78,3,4.012820513,26,0,2,0,1,1,0,3,0.487179487,0,0,1,2,Claude Sonnet,9,High,q_2007_1_6_19_mc,0,2.564102564,0,1.282051282,1.282051282,0,3.846153846,0,0,2.564102564,moderate_stress
346,71,5,4.873239437,14.2,0,0,0,1,1,0,1,0.577464789,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_20_mc,0,0,0,1.408450704,1.408450704,0,1.408450704,0,0,0,moderate_stress
239,52,4,4.596153846,13,0,1,0,2,2,0,1,0.826923077,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_6_mc,0,1.923076923,0,3.846153846,3.846153846,0,1.923076923,0,0,0,moderate_stress
406,75,5,5.413333333,15,0,1,0,2,0,0,1,0.666666667,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_7_mc,0,1.333333333,0,2.666666667,0,0,1.333333333,0,0,0,moderate_stress
256,70,5,3.657142857,14,0,2,0,1,0,2,1,0.528571429,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_9_mc,0,2.857142857,0,1.428571429,0,2.857142857,1.428571429,0,0,0,moderate_stress
273,53,5,5.150943396,10.6,0,0,0,0,0,2,0,0.79245283,0,0,1,0,Claude Sonnet,9,High,q_2007_1_9_4_mc,0,0,0,0,0,3.773584906,0,0,0,0,moderate_stress
377,80,7,4.7125,11.42857143,0,3,0,1,1,0,1,0.7,0,0,1,0,Claude Sonnet,9,High,q_2007_2_2_11_mc,0,3.75,0,1.25,1.25,0,1.25,0,0,0,moderate_stress
246,59,2,4.169491525,29.5,0,1,0,2,0,1,2,0.576271186,0,0,1,2,Claude Sonnet,9,High,q_2007_2_6_1_mc,0,1.694915254,0,3.389830508,0,1.694915254,3.389830508,0,0,3.389830508,moderate_stress
232,56,5,4.142857143,11.2,0,1,0,1,1,0,0,0.553571429,0,0,0,0,Claude Sonnet,9,High,q_2007_2_6_2_mc,0,1.785714286,0,1.785714286,1.785714286,0,0,0,0,0,moderate_stress
429,95,8,4.515789474,11.875,0,2,0,1,1,0,0,0.610526316,0,0,1,0,Claude Sonnet,9,High,q_2007_2_6_6_mc,0,2.105263158,0,1.052631579,1.052631579,0,0,0,0,0,moderate_stress
280,65,4,4.307692308,16.25,0,1,0,1,1,0,3,0.646153846,0,0,1,0,Claude Sonnet,9,High,q_2007_2_9_12_mc,0,1.538461538,0,1.538461538,1.538461538,0,4.615384615,0,0,0,moderate_stress
303,62,4,4.887096774,15.5,0,0,0,1,0,0,0,0.677419355,0,0,1,0,Claude Sonnet,9,High,q_2007_2_9_5_mc,0,0,0,1.612903226,0,0,0,0,0,0,moderate_stress
492,81,7,6.074074074,11.57142857,0,3,0,2,1,0,0,0.728395062,0,0,0,0,Claude Sonnet,9,High,q_2007_2_9_8_mc,0,3.703703704,0,2.469135802,1.234567901,0,0,0,0,0,moderate_stress
290,58,4,5,14.5,0,1,1,1,0,0,0,0.75862069,0,0,1,0,Claude Sonnet,9,High,q_2007_3_4_1_mc,0,1.724137931,1.724137931,1.724137931,0,0,0,0,0,0,moderate_stress
490,99,2,4.949494949,49.5,0,2,0,0,2,0,0,0.525252525,0,0,1,0,Claude Sonnet,9,High,q_2007_3_4_4_mc,0,2.02020202,0,0,2.02020202,0,0,0,0,0,moderate_stress
299,58,4,5.155172414,14.5,0,0,0,1,0,0,3,0.706896552,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_11_mc,0,0,0,1.724137931,0,0,5.172413793,0,0,0,moderate_stress
269,60,4,4.483333333,15,1,1,0,2,1,0,0,0.65,0,0,1,1,Claude Sonnet,9,High,q_2007_3_9_1_mc,1.666666667,1.666666667,0,3.333333333,1.666666667,0,0,0,0,1.666666667,moderate_stress
239,47,4,5.085106383,11.75,0,0,0,0,0,0,0,0.680851064,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_4_mc,0,0,0,0,0,0,0,0,0,0,moderate_stress
271,53,4,5.113207547,13.25,0,2,1,0,2,1,1,0.716981132,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_5_mc,0,3.773584906,1.886792453,0,3.773584906,1.886792453,1.886792453,0,0,0,moderate_stress
289,49,4,5.897959184,12.25,0,0,0,1,0,0,0,0.836734694,0,0,0,0,Claude Sonnet,9,High,q_2007_4_3_2_mc,0,0,0,2.040816327,0,0,0,0,0,0,moderate_stress
260,67,4,3.880597015,16.75,1,0,0,1,0,2,1,0.71641791,0,0,1,0,Claude Sonnet,9,High,q_2007_4_3_8_mc,1.492537313,0,0,1.492537313,0,2.985074627,1.492537313,0,0,0,moderate_stress
