model,agent_id,agent.persona_name,agent.ses_background,scenario.scenario_name,scenario.scenario_index,question_id,reasoning_text,reasoning_text_length,correct,ses_3level
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_2_15_mc,"I need to express (x+y)/x in terms of r, where r = x/y.

From r = x/y, I get x = ry. Substituting: (x+y)/x = (ry+y)/(ry) = y(r+1)/(ry) = (r+1)/r.

D

This is a straightforward algebraic substitution problem. Since x = ry, I can rewrite the target expression entirely in terms of r and y, then simplify by canceling the y terms to get (r+1)/r.",342,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_2_6_mc,"This is an arithmetic sequence with common difference 3. The difference between the 104th and 100th terms is 4 steps of 3 each: 4 × 3 = 12.

E

The sequence increases by 3 for each term. From the 100th to 104th term, there are 4 intervals (100→101→102→103→104), so the difference is 4 × 3 = 12.",294,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_2_mc,"Since d is odd, 2d is even (even × odd = even). Since n is even, 5n is even (odd × even = even). The sum of two even numbers is always even.

B

The expression 2d + 5n must be even because it's the sum of two even terms. Testing with d=1, n=2: 2(1)+5(2)=12 (even). Testing d=3, n=4: 2(3)+5(4)=26 (even). This confirms the answer.",329,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_6_mc,"I'll work backwards from the 14 children remaining after the third stop.

Before stop 3: 14 + 10 = 24 children
Before stop 2: If 1/4 got off, then 3/4 remained = 24, so before stop 2 was 32 children
Before stop 1: 32 + 4 = 36 children originally

E

Working backwards: 14 children remained after stop 3. Adding the 10 who got off at stop 3 gives 24. Since one-quarter got off at stop 2, the 24 represents three-quarters, making it 32 before stop 2. Adding the 4 from stop 1 gives 36 total.",489,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_12_mc,"Given f(x) = 2x - 3 and f(k) = 5, I substitute: 2k - 3 = 5. Adding 3 to both sides gives 2k = 8, so k = 4.

B

This is a straightforward function evaluation problem. I set up the equation f(k) = 2k - 3 = 5 and solved algebraically for k, yielding k = 4.",253,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_15_mc,"Since point (a,b) lies on both lines, I can set the equations equal: 2x + 3 = 1 - 3x, giving 5x = -2, so x = -2/5. Then y = 2(-2/5) + 3 = 11/5. So a = -2/5 and b = 11/5.

E

Testing the relationship: a = 4 - 2b gives -2/5 = 4 - 2(11/5) = 4 - 22/5 = -2/5 ✓",255,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_5_mc,"For r + s to be odd, one number must be odd and one must be even. Set r contains only odd numbers {1, 3, 5, 7} and set s contains only even numbers {2, 4, 6}. Therefore, r + s will always be odd.

E

Since r is always odd and s is always even, their sum must always be odd (odd + even = odd). This happens in 100% of cases, so the probability is 1.",348,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_1_mc,"If Dave owns 44 out of 128 total comic books, then Fred and Norman together own 128 - 44 = 84 comic books. The average between Fred and Norman is 84 ÷ 2 = 42.

A

The total minus Dave's portion gives us what Fred and Norman share together. Dividing by 2 gives their average ownership.",284,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_4_mc,"Let me evaluate each pair:
- aa: value = 2 (a paired with itself)
- ab: value = 1 (a with another letter)
- ac: value = 1 (a with another letter)
- bc: value = 0 (no a)
- aa: value = 2 (a paired with itself)
- ba: value = 1 (a with another letter)

Sum = 2+1+1+0+2+1 = 7

B

The key is identifying which pairs contain 'a'. Two aa pairs give 2 points each, three pairs with a and another letter give 1 point each, and bc gives 0 points.",435,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_11_mc,"For the equation to hold for all values of x, the coefficients of x on both sides must be equal. Therefore, 2 = 3k, which gives k = 2/3.

E

The key insight is recognizing that when an equation is true for ALL values of x, the coefficients must match. Setting 2 = 3k and solving gives k = 2/3.",293,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_1_mc,"If 3/4 of a number is 18, then the number is 18 ÷ (3/4) = 18 × (4/3) = 24. Therefore, 1/4 of 24 equals 6.

C

This is a straightforward proportion problem. Once I found the whole number (24), dividing by 4 gives me 6. I could also recognize that 1/4 is one-third of 3/4, so the answer is 18/3 = 6.",297,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_5_mc,"Since 3^(1/2) = x + 1, I need to find (x + 1)^2. By direct substitution, (x + 1)^2 = (3^(1/2))^2 = 3.

C

The problem directly states that x + 1 equals 3^(1/2), so squaring both sides gives us (x + 1)^2 = 3.",207,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_18_mc,"The first digit is fixed as 2. The second and third digits can each be any of 10 digits (0-9). The last digit can be any digit except 0, giving 9 choices. Total: 1 × 10 × 10 × 9 = 900.

B

This is a straightforward counting problem. With the first position locked at 2, I have complete freedom for the middle two positions (10 choices each), and the constraint on the last digit only eliminates 0, leaving 9 valid options. Multiplying these independent choices gives 900 possible four-digit integers.",500,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_2_mc,"Cliff earns $15 per hour, so for h hours he earns 15h dollars. He earns $10 per television sold, so for n televisions he earns 10n dollars. Total earnings = 15h + 10n.

B

This is a straightforward linear equation problem. The hourly wage of $15 multiplies the hours worked (h), and the commission of $10 multiplies the number of televisions sold (n). Adding these together gives 15h + 10n.",390,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_3_mc,"When multiplying by -3, positive numbers become negative and negative numbers become positive. The original list has 3 positive numbers (1, 2, -3... wait, let me recount: 1, 2 are positive; -4, -3, -7, -6 are negative). So 2 positive numbers become negative.

B

The original list contains 2 positive numbers (1, 2) and 4 negative numbers (-4, -3, -7, -6). When multiplied by -3, the 2 positive numbers become negative, while the 4 negative numbers become positive. Therefore, 2 numbers on the new list are negative.",516,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_6_2_mc,"The total number of marbles is 5 + 6 + 9 = 20. The probability of drawing a white marble is the number of white marbles divided by the total: 5/20 = 1/4.

D

This is a straightforward probability problem. With 5 white marbles out of 20 total marbles, the probability simplifies to 1/4.",285,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_11_mc,"The product (x - 8)(x + 5) < 0 when the factors have opposite signs. This occurs when -5 < x < 8. The smallest integer in this interval is -4.

E

The inequality is satisfied when one factor is positive and the other negative. Since x - 8 is negative for x < 8 and x + 5 is positive for x > -5, we need -5 < x < 8. The smallest integer satisfying this is x = -4.",362,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_1_mc,"First, I'll convert the rope length to inches: 20 feet × 12 inches/foot = 240 inches. Then divide by the piece length: 240 ÷ 20 = 12 pieces.

C

This is a straightforward unit conversion problem. Converting 20 feet to 240 inches and dividing by 20 inches per piece gives exactly 12 pieces with no remainder.",307,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_5_mc,"The statement ""x is 5 more than y"" means x equals y plus 5, which translates directly to x = 5 + y.

A

This is a straightforward translation problem. When something ""is 5 more than"" another value, we add 5 to that value, giving us x = y + 5 or equivalently x = 5 + y.",268,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_1_mc,"If 3x = 0, then x = 0. Substituting into the expression: 1 + x + x² = 1 + 0 + 0² = 1 + 0 + 0 = 1.

B

The equation 3x = 0 directly gives us x = 0. Plugging this value into 1 + x + x² yields 1 + 0 + 0 = 1, making B the correct answer.",233,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_5_mc,"If k + n < k, then subtracting k from both sides gives n < 0. This must be true regardless of k's value.

E

The inequality k + n < k simplifies to n < 0 when we subtract k from both sides. This tells us that n must be negative, making E the correct answer.",257,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_19_mc,"I need to set up two equations from the given information and solve for x.

Given: x² = 4y² and x = 2y + 1

Substituting the second equation into the first:
(2y + 1)² = 4y²
4y² + 4y + 1 = 4y²
4y + 1 = 0
y = -1/4

Therefore: x = 2(-1/4) + 1 = -1/2 + 1 = 1/2

E

This is a straightforward system of equations problem. After substituting x = 2y + 1 into x² = 4y², the y² terms cancel, giving a linear equation in y. Solving yields y = -1/4, which leads to x = 1/2.",461,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_20_mc,"Line l has slope (1-0)/(2-0) = 1/2. Perpendicular line q must have slope -2. Using points (2,1) and (0,t): slope = (t-1)/(0-2) = -2, so t-1 = 4, giving t = 5.

E

The slope of line l is 1/2, so the perpendicular line q must have slope -2 (negative reciprocal). Using the two points on line q and setting the slope equal to -2, I solved for t = 5.",346,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_2_mc,"The machine fills 24 cartons per hour. Converting to minutes: 24 cartons ÷ 60 minutes = 0.4 cartons per minute. In 5 minutes: 0.4 × 5 = 2 cartons.

A

This is a straightforward rate problem. I converted the hourly rate to a per-minute rate, then multiplied by 5 minutes to get 2 cartons.",287,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_6_mc,"Let me set up an equation. If the number is x, then 2x + 3 = 10. Solving: 2x = 7, so x = 7/2. Therefore, 4x = 4(7/2) = 14.

D

This is a straightforward algebra problem. I translated the word problem into 2x + 3 = 10, solved for x = 7/2, then multiplied by 4 to get 14.",269,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_7_mc,"Since a < 0, multiplying by larger positive numbers makes the result more negative (smaller). The sequence a, 2a, 4a, 8a becomes increasingly negative, so a is the least negative and therefore the greatest.

A

When a is negative, multiplying it by larger coefficients (2, 4, 8) produces more negative values. For example, if a = -1, then a = -1, 2a = -2, 4a = -4, and 8a = -8. The least negative number (-1) is the greatest.",425,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_9_mc,"Taking the square root of both sides: x - 2 = ±5. So x = 7 or x = -3. Since x < 0, we need x = -3.

D

This is a straightforward quadratic equation. After solving (x-2)² = 25, I get two solutions: x = 7 and x = -3. The constraint x < 0 eliminates the positive solution, leaving x = -3.",285,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_9_4_mc,"I need to translate ""5 years less than twice as long"" into an expression. Twice Maly's years is 2n, and 5 years less than that means subtracting 5, giving 2n - 5.

C

This is a straightforward algebraic translation problem. ""Twice as long as Maly"" gives us 2n, and ""5 years less than"" that amount means we subtract 5, resulting in 2n - 5.",338,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_2_11_mc,"Let me set up equations. If 24 sofas were sold at $500 each, that's $12,000. For tables at $300 each to equal $12,000, we need 40 tables. The difference is 40 - 24 = 16 tables.

A

The store received $500 × 24 = $12,000 from sofas. Since table revenue equals sofa revenue, $300 × (number of tables) = $12,000, so 40 tables were sold. The difference is 40 - 24 = 16 more tables than sofas.",388,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_2_15_mc,"I need to express (x+y)/x in terms of r, where r = x/y.

From r = x/y, I get x = ry. Substituting: (x+y)/x = (ry+y)/(ry) = y(r+1)/(ry) = (r+1)/r.

D

This is a straightforward algebraic substitution problem. Since x = ry, I can rewrite the target expression entirely in terms of r and y, then simplify by canceling the y terms to get (r+1)/r.",342,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_2_6_mc,"This is an arithmetic sequence with common difference 3. The difference between the 104th and 100th terms is 4 steps of 3 each: 4 × 3 = 12.

E

The sequence increases by 3 for each term. From the 100th to 104th term, there are 4 intervals (100→101→102→103→104), so the difference is 4 × 3 = 12.",294,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_6_2_mc,"Since d is odd, 2d is even (even × odd = even). Since n is even, 5n is even (odd × even = even). The sum of two even numbers is always even.

B

The expression 2d + 5n must be even because it's the sum of two even terms. Testing with d=1, n=2: 2(1)+5(2)=12 (even). Testing d=3, n=4: 2(3)+5(4)=26 (even). This confirms the answer.",329,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_6_6_mc,"I'll work backwards from the 14 children remaining after the third stop.

Before stop 3: 14 + 10 = 24 children
Before stop 2: If 1/4 got off, then 3/4 remained = 24, so before stop 2 was 32 children
Before stop 1: 32 + 4 = 36 children originally

E

Working backwards: 14 children remained after stop 3. Adding the 10 who got off at stop 3 gives 24. Since one-quarter got off at stop 2, the 24 represents three-quarters, making it 32 before stop 2. Adding the 4 from stop 1 gives 36 total.",489,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_9_12_mc,"Given f(x) = 2x - 3 and f(k) = 5, I substitute: 2k - 3 = 5. Adding 3 to both sides gives 2k = 8, so k = 4.

B

This is a straightforward function evaluation problem. I set up the equation f(k) = 2k - 3 = 5 and solved algebraically for k, yielding k = 4.",253,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_9_15_mc,"Since point (a,b) lies on both lines, I can set the equations equal: 2x + 3 = 1 - 3x, giving 5x = -2, so x = -2/5. Then y = 2(-2/5) + 3 = 11/5. So a = -2/5 and b = 11/5.

E

Testing the relationship: a = 4 - 2b gives -2/5 = 4 - 2(11/5) = 4 - 22/5 = -2/5 ✓",255,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_9_5_mc,"For r + s to be odd, one number must be odd and one must be even. Set r contains only odd numbers {1, 3, 5, 7} and set s contains only even numbers {2, 4, 6}. Therefore, r + s will always be odd.

E

Since r is always odd and s is always even, their sum must always be odd (odd + even = odd). This happens in 100% of cases, so the probability is 1.",348,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_4_1_mc,"If Dave owns 44 out of 128 total comic books, then Fred and Norman together own 128 - 44 = 84 comic books. The average between Fred and Norman is 84 ÷ 2 = 42.

A

The total minus Dave's portion gives us what Fred and Norman share together. Dividing by 2 gives their average ownership.",284,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_4_4_mc,"Let me evaluate each pair:
- aa: value = 2 (a paired with itself)
- ab: value = 1 (a with another letter)
- ac: value = 1 (a with another letter)
- bc: value = 0 (no a)
- aa: value = 2 (a paired with itself)
- ba: value = 1 (a with another letter)

Sum = 2+1+1+0+2+1 = 7

B

The key is identifying which pairs contain 'a'. Two aa pairs give 2 points each, three pairs with a and another letter give 1 point each, and bc gives 0 points.",435,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_9_11_mc,"For the equation to hold for all values of x, the coefficients of x on both sides must be equal. Therefore, 2 = 3k, which gives k = 2/3.

E

The key insight is recognizing that when an equation is true for ALL values of x, the coefficients must match. Setting 2 = 3k and solving gives k = 2/3.",293,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_9_1_mc,"If 3/4 of a number is 18, then the number is 18 ÷ (3/4) = 18 × (4/3) = 24. Therefore, 1/4 of 24 equals 6.

C

This is a straightforward proportion problem. Once I found the whole number (24), dividing by 4 gives me 6. I could also recognize that 1/4 is one-third of 3/4, so the answer is 18/3 = 6.",297,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_9_5_mc,"Since 3^(1/2) = x + 1, I need to find (x + 1)^2. By direct substitution, (x + 1)^2 = (3^(1/2))^2 = 3.

C

The problem directly states that x + 1 equals 3^(1/2), so squaring both sides gives us (x + 1)^2 = 3.",207,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_3_18_mc,"The first digit is fixed as 2. The second and third digits can each be any of 10 digits (0-9). The last digit can be any digit except 0, giving 9 choices. Total: 1 × 10 × 10 × 9 = 900.

B

This is a straightforward counting problem. With the first position locked at 2, I have complete freedom for the middle two positions (10 choices each), and the constraint on the last digit only eliminates 0, leaving 9 valid options. Multiplying these independent choices gives 900 possible four-digit integers.",500,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_3_2_mc,"Cliff earns $15 per hour, so for h hours he earns 15h dollars. He earns $10 per television sold, so for n televisions he earns 10n dollars. Total earnings = 15h + 10n.

B

This is a straightforward linear equation problem. The hourly wage of $15 multiplies the hours worked (h), and the commission of $10 multiplies the number of televisions sold (n). Adding these together gives 15h + 10n.",390,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_3_3_mc,"When multiplying by -3, positive numbers become negative and negative numbers become positive. The original list has 3 positive numbers (1, 2, -3... wait, let me recount: 1, 2 are positive; -4, -3, -7, -6 are negative). So 2 positive numbers become negative.

B

The original list contains 2 positive numbers (1, 2) and 4 negative numbers (-4, -3, -7, -6). When multiplied by -3, the 2 positive numbers become negative, while the 4 negative numbers become positive. Therefore, 2 numbers on the new list are negative.",516,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_6_2_mc,"The total number of marbles is 5 + 6 + 9 = 20. The probability of drawing a white marble is the number of white marbles divided by the total: 5/20 = 1/4.

D

This is a straightforward probability problem. With 5 white marbles out of 20 total marbles, the probability simplifies to 1/4.",285,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_9_11_mc,"The product (x - 8)(x + 5) < 0 when the factors have opposite signs. This occurs when -5 < x < 8. The smallest integer in this interval is -4.

E

The inequality is satisfied when one factor is positive and the other negative. Since x - 8 is negative for x < 8 and x + 5 is positive for x > -5, we need -5 < x < 8. The smallest integer satisfying this is x = -4.",362,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_9_1_mc,"First, I'll convert the rope length to inches: 20 feet × 12 inches/foot = 240 inches. Then divide by the piece length: 240 ÷ 20 = 12 pieces.

C

This is a straightforward unit conversion problem. Converting 20 feet to 240 inches and dividing by 20 inches per piece gives exactly 12 pieces with no remainder.",307,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_9_5_mc,"The statement ""x is 5 more than y"" means x equals y plus 5, which translates directly to x = 5 + y.

A

This is a straightforward translation problem. When something ""is 5 more than"" another value, we add 5 to that value, giving us x = y + 5 or equivalently x = 5 + y.",268,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_2_1_mc,"If 3x = 0, then x = 0. Substituting into the expression: 1 + x + x² = 1 + 0 + 0² = 1 + 0 + 0 = 1.

B

The equation 3x = 0 directly gives us x = 0. Plugging this value into 1 + x + x² yields 1 + 0 + 0 = 1, making B the correct answer.",233,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_2_5_mc,"If k + n < k, then subtracting k from both sides gives n < 0. This must be true regardless of k's value.

E

The inequality k + n < k simplifies to n < 0 when we subtract k from both sides. This tells us that n must be negative, making E the correct answer.",257,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_19_mc,"I need to set up two equations from the given information and solve for x.

Given: x² = 4y² and x = 2y + 1

Substituting the second equation into the first:
(2y + 1)² = 4y²
4y² + 4y + 1 = 4y²
4y + 1 = 0
y = -1/4

Therefore: x = 2(-1/4) + 1 = -1/2 + 1 = 1/2

E

This is a straightforward system of equations problem. After substituting x = 2y + 1 into x² = 4y², the y² terms cancel, giving a linear equation in y. Solving yields y = -1/4, which leads to x = 1/2.",461,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_20_mc,"Line l has slope (1-0)/(2-0) = 1/2. Perpendicular line q must have slope -2. Using points (2,1) and (0,t): slope = (t-1)/(0-2) = -2, so t-1 = 4, giving t = 5.

E

The slope of line l is 1/2, so the perpendicular line q must have slope -2 (negative reciprocal). Using the two points on line q and setting the slope equal to -2, I solved for t = 5.",346,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_2_mc,"The machine fills 24 cartons per hour. Converting to minutes: 24 cartons ÷ 60 minutes = 0.4 cartons per minute. In 5 minutes: 0.4 × 5 = 2 cartons.

A

This is a straightforward rate problem. I converted the hourly rate to a per-minute rate, then multiplied by 5 minutes to get 2 cartons.",287,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_6_mc,"Let me set up an equation. If the number is x, then 2x + 3 = 10. Solving: 2x = 7, so x = 7/2. Therefore, 4x = 4(7/2) = 14.

D

This is a straightforward algebra problem. I translated the word problem into 2x + 3 = 10, solved for x = 7/2, then multiplied by 4 to get 14.",269,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_7_mc,"Since a < 0, multiplying by larger positive numbers makes the result more negative (smaller). The sequence a, 2a, 4a, 8a becomes increasingly negative, so a is the least negative and therefore the greatest.

A

When a is negative, multiplying it by larger coefficients (2, 4, 8) produces more negative values. For example, if a = -1, then a = -1, 2a = -2, 4a = -4, and 8a = -8. The least negative number (-1) is the greatest.",425,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_9_mc,"Taking the square root of both sides: x - 2 = ±5. So x = 7 or x = -3. Since x < 0, we need x = -3.

D

This is a straightforward quadratic equation. After solving (x-2)² = 25, I get two solutions: x = 7 and x = -3. The constraint x < 0 eliminates the positive solution, leaving x = -3.",285,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_9_4_mc,"I need to translate ""5 years less than twice as long"" into an expression. Twice Maly's years is 2n, and 5 years less than that means subtracting 5, giving 2n - 5.

C

This is a straightforward algebraic translation problem. ""Twice as long as Maly"" gives us 2n, and ""5 years less than"" that amount means we subtract 5, resulting in 2n - 5.",338,True,High
