model,agent_id,agent.persona_name,agent.ses_background,scenario.scenario_name,scenario.scenario_index,question_id,reasoning_text,reasoning_text_length,correct,ses_3level
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_2_mc,"Since d is odd, 2d is even (even × odd = even). Since n is even, 5n is even (odd × even = even). The sum of two even numbers is always even.

B

2d is even because any integer times 2 is even. 5n is even because 5 times an even number gives an even result. Adding two even numbers always produces an even number, so 2d + 5n must be even.",337,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_6_mc,"I'll work backwards from the 14 children remaining after the third stop.

Before stop 3: 14 + 10 = 24 children
Before stop 2: If 1/4 got off, then 3/4 remained = 24, so there were 32 children
Before stop 1: 32 + 4 = 36 children initially

E

Working backwards: After stop 3 there are 14 kids. Adding the 10 who got off at stop 3 gives 24. If 1/4 got off at stop 2, then 24 represents 3/4 of the children before stop 2, so 24 ÷ 3/4 = 32. Adding the 4 who got off at stop 1 gives 36 total children initially.",506,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_12_mc,"Since f(k) = 5 and f(x) = 2x - 3, I can substitute: 2k - 3 = 5. Solving for k: 2k = 8, so k = 4.

B

This is a straightforward function evaluation problem. I set up the equation 2k - 3 = 5 and solved algebraically to find k = 4.",228,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_5_mc,"For r + s to be odd, one number must be odd and one must be even. Since r is always odd (from {1,3,5,7}) and s is always even (from {2,4,6}), their sum r + s will always be odd.

A

The sum of an odd number and an even number is always odd. Since every element in the first set is odd and every element in the second set is even, all possible sums will be odd, giving probability 1.",382,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_8_mc,"This is a logic problem using contrapositive reasoning. Given: If Carrie didn't go, then Bill didn't go (contrapositive of statement 2). If Bill didn't go, then Anna didn't go (contrapositive of statement 1). Therefore, only statement 3 must be true.

C

The key is recognizing the contrapositive: ""If B then C"" means ""If not C, then not B."" Since Carrie didn't go, Bill didn't go (making statement 3 true). This also means Anna didn't go (making statement 1 false). Statement 2 contradicts what we just proved.",511,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_1_mc,"If Dave owns 44 out of 128 total comic books, then Fred and Norman together own 128 - 44 = 84 comic books. The average between Fred and Norman is 84 ÷ 2 = 42.

A

The total minus Dave's portion gives us what Fred and Norman own together (84), and dividing by 2 gives their average of 42 comic books each.",304,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_4_mc,"Let me analyze each pair:
- aa: value = 2 (a paired with itself)
- ab: value = 1 (a with another letter)
- ac: value = 1 (a with another letter)
- bc: value = 0 (no a)
- aa: value = 2 (a paired with itself)
- ba: value = 1 (a with another letter)

Sum = 2+1+1+0+2+1 = 7

B

The key is identifying which pairs contain 'a': aa gets 2 points (appears twice), ab/ac/ba each get 1 point (three times), and bc gets 0 points. Total: 2+2+1+1+1 = 7.",440,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_11_mc,"For the equation to be true for all values of x, the coefficients of x must be equal. So 2 = 3k, which gives k = 2/3.

E

The key insight is recognizing that if two linear expressions are equal for ALL values of x, their corresponding coefficients must match. Setting 2 = 3k and solving gives k = 2/3.",301,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_1_mc,"If 3/4 of a number is 18, then the number is 18 ÷ (3/4) = 18 × (4/3) = 24. Therefore, 1/4 of 24 equals 6.

C

This is a straightforward proportion problem. Once I found the whole number (24), dividing by 4 gives me 6. I could also recognize that 1/4 is one-third of 3/4, so the answer is 18/3 = 6.",297,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_4_mc,"Toni commutes 2 hours per day for 5 days = 10 hours total. Five days contain 5 × 24 = 120 hours total. The fraction is 10/120 = 1/12.

A

This is a straightforward ratio problem. I calculated total commuting time (10 hours) and divided by total hours in 5 days (120 hours), then simplified the fraction to get 1/12.",315,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_5_mc,"Since 3^(1/2) = x + 1, I need to find (x + 1)^2. By direct substitution, (x + 1)^2 = (3^(1/2))^2 = 3.

C

The problem directly states that 3^(1/2) equals (x + 1), so squaring both sides gives us (x + 1)^2 = 3. This is a straightforward substitution problem.",257,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_2_mc,"Cliff earns $15 per hour, so for h hours he earns 15h dollars. He earns $10 per television, so for n televisions he earns 10n dollars. Total earnings = 15h + 10n.

B

This is a straightforward linear equation problem. The hourly wage of $15 multiplies the hours worked (h), and the commission of $10 multiplies the number of televisions sold (n). Adding these two independent income streams gives us 15h + 10n.",410,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_3_mc,"When multiplying by -3, positive numbers become negative and negative numbers become positive. The original list has 3 positive numbers (1, 2, -3... wait, let me recount: 1, 2 are positive; -4, -3, -7, -6 are negative). So 2 positive numbers become negative.

B

The original list contains 2 positive numbers (1, 2) and 4 negative numbers (-4, -3, -7, -6). When multiplied by -3, the 2 positive numbers become negative, while the 4 negative numbers become positive. Therefore, 2 numbers on the new list are negative.",516,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_8_mc,"From 2^m · 2^p = 32, we get 2^(m+p) = 2^5, so m+p = 5.
From (2^m)^p = 64, we get 2^(mp) = 2^6, so mp = 6.
Solving: m=2, p=3 or m=3, p=2. Only m=3 appears in the choices.

B

The system of equations m+p=5 and mp=6 gives us the quadratic t²-5t+6=0, which factors to (t-2)(t-3)=0, yielding solutions m=2,p=3 or m=3,p=2. Since only 3 appears in the answer choices, the answer is B.",377,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_6_2_mc,"Total marbles = 5 + 6 + 9 = 20. Probability of drawing white = number of white marbles / total marbles = 5/20 = 1/4.

D

The probability is calculated by dividing favorable outcomes (5 white marbles) by total possible outcomes (20 total marbles), which simplifies to 1/4.",271,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_11_mc,"The product (x - 8)(x + 5) < 0 when the factors have opposite signs. This occurs when -5 < x < 8. The smallest integer in this interval is -4.

E

The inequality is satisfied when one factor is positive and the other negative. Since x - 8 is negative for x < 8 and x + 5 is positive for x > -5, we need -5 < x < 8. The smallest integer satisfying this is x = -4.",362,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_1_mc,"First, I need to convert the rope length to inches: 20 feet × 12 inches/foot = 240 inches. Then divide by the piece length: 240 ÷ 20 = 12 pieces.

C

This is a straightforward unit conversion problem. Converting 20 feet to 240 inches and dividing by 20 inches per piece gives exactly 12 pieces with no remainder.",312,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_5_mc,"""x is 5 more than y"" means x equals y plus 5, which translates to x = y + 5 or equivalently x = 5 + y.

A

This is a straightforward translation problem. When something is ""5 more than"" another value, we add 5 to that value. So x being 5 more than y means x = y + 5.",266,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_1_mc,"If 3x = 0, then x = 0. Substituting into the expression: 1 + x + x² = 1 + 0 + 0² = 1 + 0 + 0 = 1.

B

The equation 3x = 0 directly gives us x = 0. Plugging this into 1 + x + x² yields 1 + 0 + 0 = 1, making B the correct answer.",227,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_5_mc,"If k + n < k, then subtracting k from both sides gives n < 0. This must be true regardless of k's value.

E

The inequality k + n < k simplifies to n < 0 when we subtract k from both sides. This holds for any value of k (positive, negative, or zero), so n must be negative.",273,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_19_mc,"I need to set up two equations from the given information and solve for x.

Given: x² = 4y² and x = 2y + 1

Substituting the second equation into the first:
(2y + 1)² = 4y²
4y² + 4y + 1 = 4y²
4y + 1 = 0
y = -1/4

Therefore: x = 2(-1/4) + 1 = -1/2 + 1 = 1/2

E

This is a straightforward system of equations problem. After substituting x = 2y + 1 into x² = 4y², the y² terms cancel, leaving a linear equation that gives y = -1/4, which leads to x = 1/2.",452,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_20_mc,"Line l has slope (1-0)/(2-0) = 1/2. Perpendicular line q must have slope -2. Using points (2,1) and (0,t): slope = (t-1)/(0-2) = -2, so t-1 = 4, giving t = 5.

E

The slope of line l is 1/2, so the perpendicular line q must have slope -2 (negative reciprocal). Using the two points on line q and setting the slope equal to -2, I can solve for t = 5.",349,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_6_mc,"Let me set up an equation. If the number is x, then 2x + 3 = 10. Solving: 2x = 7, so x = 7/2. Therefore, 4x = 4(7/2) = 14.

D

This is a straightforward algebra problem. I translated the word problem into 2x + 3 = 10, solved for x = 7/2, then multiplied by 4 to get 14.",269,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_7_mc,"Since a < 0, multiplying by larger positive numbers makes the result more negative (smaller). The sequence a, 2a, 4a, 8a becomes increasingly negative, so a is the least negative and therefore the greatest.

A

When a is negative, multiplying it by larger coefficients (2, 4, 8) produces more negative values. For example, if a = -1, then a = -1, 2a = -2, 4a = -4, and 8a = -8. Since -1 > -2 > -4 > -8, the answer is a.",419,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_9_mc,"Taking the square root of both sides: x - 2 = ±5. So x = 7 or x = -3. Since x < 0, we need x = -3.

D

This is a straightforward quadratic equation. After solving (x-2)² = 25, I get two solutions: x = 7 and x = -3. The constraint x < 0 eliminates the positive solution, leaving x = -3 as the answer.",299,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_9_4_mc,"I need to translate ""5 years less than twice as long"" into an expression. Twice Maly's years is 2n, and 5 years less than that means subtracting 5, giving 2n - 5.

C

This is a straightforward algebraic translation problem. ""Twice as long as Maly"" gives us 2n, and ""5 years less than"" that amount means we subtract 5, resulting in 2n - 5.",338,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_2_11_mc,"Let me set up equations. If 24 sofas sold at $500 each, that's $12,000. For tables at $300 each to equal $12,000, I need 40 tables. The difference is 40 - 24 = 16 tables.

A

The store received $500 × 24 = $12,000 from sofas. To get the same amount from tables at $300 each: $12,000 ÷ $300 = 40 tables. Therefore, 40 - 24 = 16 more tables than sofas were sold.",360,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_6_1_mc,"From the first equation: a + 4 = 10, so a = 6.
From the second equation: b + 10 = 4, so b = -6.
Therefore, a + b = 6 + (-6) = 0.

B

This is straightforward algebra - isolate each variable by subtracting the constant from both sides, then add the results together.",264,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_6_2_mc,"Since d is odd, 2d is even (even × odd = even). Since n is even, 5n is even (odd × even = even). The sum of two even numbers is always even.

B

2d is even because any integer times 2 is even. 5n is even because 5 times an even number gives an even result. Adding two even numbers always produces an even number, so 2d + 5n must be even.",337,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_6_6_mc,"I'll work backwards from the 14 children remaining after the third stop.

Before stop 3: 14 + 10 = 24 children
Before stop 2: If 1/4 got off, then 3/4 remained = 24, so there were 32 children
Before stop 1: 32 + 4 = 36 children initially

E

Working backwards: After stop 3 there are 14 kids. Adding the 10 who got off at stop 3 gives 24. If 1/4 got off at stop 2, then 24 represents 3/4 of the children before stop 2, so 24 ÷ 3/4 = 32. Adding the 4 who got off at stop 1 gives 36 total children initially.",506,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_9_12_mc,"Since f(k) = 5 and f(x) = 2x - 3, I can substitute: 2k - 3 = 5. Solving for k: 2k = 8, so k = 4.

B

This is a straightforward function evaluation problem. I set up the equation 2k - 3 = 5 and solved algebraically to find k = 4.",228,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_9_5_mc,"For r + s to be odd, one number must be odd and one must be even. Since r is always odd (from {1,3,5,7}) and s is always even (from {2,4,6}), their sum r + s will always be odd.

A

The sum of an odd number and an even number is always odd. Since every element in the first set is odd and every element in the second set is even, all possible sums will be odd, giving probability 1.",382,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_2_9_8_mc,"This is a logic problem using contrapositive reasoning. Given: If Carrie didn't go, then Bill didn't go (contrapositive of statement 2). If Bill didn't go, then Anna didn't go (contrapositive of statement 1). Therefore, only statement 3 must be true.

C

The key is recognizing the contrapositive: ""If B then C"" means ""If not C, then not B."" Since Carrie didn't go, Bill didn't go (making statement 3 true). This also means Anna didn't go (making statement 1 false). Statement 2 contradicts what we just proved.",511,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_4_1_mc,"If Dave owns 44 out of 128 total comic books, then Fred and Norman together own 128 - 44 = 84 comic books. The average between Fred and Norman is 84 ÷ 2 = 42.

A

The total minus Dave's portion gives us what Fred and Norman own together (84), and dividing by 2 gives their average of 42 comic books each.",304,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_4_4_mc,"Let me analyze each pair:
- aa: value = 2 (a paired with itself)
- ab: value = 1 (a with another letter)
- ac: value = 1 (a with another letter)
- bc: value = 0 (no a)
- aa: value = 2 (a paired with itself)
- ba: value = 1 (a with another letter)

Sum = 2+1+1+0+2+1 = 7

B

The key is identifying which pairs contain 'a': aa gets 2 points (appears twice), ab/ac/ba each get 1 point (three times), and bc gets 0 points. Total: 2+2+1+1+1 = 7.",440,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_9_11_mc,"For the equation to be true for all values of x, the coefficients of x must be equal. So 2 = 3k, which gives k = 2/3.

E

The key insight is recognizing that if two linear expressions are equal for ALL values of x, their corresponding coefficients must match. Setting 2 = 3k and solving gives k = 2/3.",301,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_9_1_mc,"If 3/4 of a number is 18, then the number is 18 ÷ (3/4) = 18 × (4/3) = 24. Therefore, 1/4 of 24 equals 6.

C

This is a straightforward proportion problem. Once I found the whole number (24), dividing by 4 gives me 6. I could also recognize that 1/4 is one-third of 3/4, so the answer is 18/3 = 6.",297,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_9_4_mc,"Toni commutes 2 hours per day for 5 days = 10 hours total. Five days contain 5 × 24 = 120 hours total. The fraction is 10/120 = 1/12.

A

This is a straightforward ratio problem. I calculated total commuting time (10 hours) and divided by total hours in 5 days (120 hours), then simplified the fraction to get 1/12.",315,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_3_9_5_mc,"Since 3^(1/2) = x + 1, I need to find (x + 1)^2. By direct substitution, (x + 1)^2 = (3^(1/2))^2 = 3.

C

The problem directly states that 3^(1/2) equals (x + 1), so squaring both sides gives us (x + 1)^2 = 3. This is a straightforward substitution problem.",257,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_3_2_mc,"Cliff earns $15 per hour, so for h hours he earns 15h dollars. He earns $10 per television, so for n televisions he earns 10n dollars. Total earnings = 15h + 10n.

B

This is a straightforward linear equation problem. The hourly wage of $15 multiplies the hours worked (h), and the commission of $10 multiplies the number of televisions sold (n). Adding these two independent income streams gives us 15h + 10n.",410,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_3_3_mc,"When multiplying by -3, positive numbers become negative and negative numbers become positive. The original list has 3 positive numbers (1, 2, -3... wait, let me recount: 1, 2 are positive; -4, -3, -7, -6 are negative). So 2 positive numbers become negative.

B

The original list contains 2 positive numbers (1, 2) and 4 negative numbers (-4, -3, -7, -6). When multiplied by -3, the 2 positive numbers become negative, while the 4 negative numbers become positive. Therefore, 2 numbers on the new list are negative.",516,False,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_3_8_mc,"From 2^m · 2^p = 32, we get 2^(m+p) = 2^5, so m+p = 5.
From (2^m)^p = 64, we get 2^(mp) = 2^6, so mp = 6.
Solving: m=2, p=3 or m=3, p=2. Only m=3 appears in the choices.

B

The system of equations m+p=5 and mp=6 gives us the quadratic t²-5t+6=0, which factors to (t-2)(t-3)=0, yielding solutions m=2,p=3 or m=3,p=2. Since only 3 appears in the answer choices, the answer is B.",377,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_6_2_mc,"Total marbles = 5 + 6 + 9 = 20. Probability of drawing white = number of white marbles / total marbles = 5/20 = 1/4.

D

The probability is calculated by dividing favorable outcomes (5 white marbles) by total possible outcomes (20 total marbles), which simplifies to 1/4.",271,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_9_11_mc,"The product (x - 8)(x + 5) < 0 when the factors have opposite signs. This occurs when -5 < x < 8. The smallest integer in this interval is -4.

E

The inequality is satisfied when one factor is positive and the other negative. Since x - 8 is negative for x < 8 and x + 5 is positive for x > -5, we need -5 < x < 8. The smallest integer satisfying this is x = -4.",362,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_9_1_mc,"First, I need to convert the rope length to inches: 20 feet × 12 inches/foot = 240 inches. Then divide by the piece length: 240 ÷ 20 = 12 pieces.

C

This is a straightforward unit conversion problem. Converting 20 feet to 240 inches and dividing by 20 inches per piece gives exactly 12 pieces with no remainder.",312,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_4_9_5_mc,"""x is 5 more than y"" means x equals y plus 5, which translates to x = y + 5 or equivalently x = 5 + y.

A

This is a straightforward translation problem. When something is ""5 more than"" another value, we add 5 to that value. So x being 5 more than y means x = y + 5.",266,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_2_1_mc,"If 3x = 0, then x = 0. Substituting into the expression: 1 + x + x² = 1 + 0 + 0² = 1 + 0 + 0 = 1.

B

The equation 3x = 0 directly gives us x = 0. Plugging this into 1 + x + x² yields 1 + 0 + 0 = 1, which is answer choice B.",224,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_2_5_mc,"If k + n < k, then subtracting k from both sides gives n < 0. This must be true regardless of k's value.

E

The inequality k + n < k simplifies to n < 0 when we subtract k from both sides. This holds for any value of k (positive, negative, or zero), so n must be negative.",273,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_19_mc,"I need to set up two equations from the given information and solve for x.

Given: x² = 4y² and x = 2y + 1

Substituting the second equation into the first:
(2y + 1)² = 4y²
4y² + 4y + 1 = 4y²
4y + 1 = 0
y = -1/4

Therefore: x = 2(-1/4) + 1 = -1/2 + 1 = 1/2

E

This is a straightforward system of equations problem. After substituting x = 2y + 1 into x² = 4y², the y² terms cancel, leaving a linear equation that gives y = -1/4, which leads to x = 1/2.",452,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_20_mc,"Line l has slope (1-0)/(2-0) = 1/2. Perpendicular line q must have slope -2. Using points (2,1) and (0,t): slope = (t-1)/(0-2) = -2, so t-1 = 4, giving t = 5.

E

The slope of line l is 1/2, so the perpendicular line q must have slope -2 (negative reciprocal). Using the two points on line q and setting the slope equal to -2, I can solve for t = 5.",349,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_6_mc,"Let me set up an equation. If the number is x, then 2x + 3 = 10. Solving: 2x = 7, so x = 7/2. Therefore, 4x = 4(7/2) = 14.

D

This is a straightforward algebra problem. I translated the word problem into 2x + 3 = 10, solved for x = 7/2, then multiplied by 4 to get 14.",269,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_7_mc,"Since a < 0, multiplying by larger positive numbers makes the result more negative (smaller). The sequence a, 2a, 4a, 8a becomes increasingly negative, so a is the least negative and therefore the greatest.

A

When a is negative, multiplying it by larger coefficients (2, 4, 8) produces more negative values. For example, if a = -1, then a = -1, 2a = -2, 4a = -4, and 8a = -8. Since -1 > -2 > -4 > -8, the answer is a.",419,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_6_9_mc,"Taking the square root of both sides: x - 2 = ±5. So x = 7 or x = -3. Since x < 0, we need x = -3.

D

This is a straightforward quadratic equation. After solving (x-2)² = 25, I get two solutions: x = 7 and x = -3. The constraint x < 0 eliminates the positive solution, leaving x = -3 as the answer.",299,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_1_9_4_mc,"I need to translate ""5 years less than twice as long"" into an expression. Twice Maly's years is 2n, and 5 years less than that means subtracting 5, giving 2n - 5.

C

This is a straightforward algebraic translation problem. ""Twice as long as Maly"" gives us 2n, and ""5 years less than"" that amount means we subtract 5, resulting in 2n - 5.",338,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_2_2_11_mc,"Let me set up equations. If 24 sofas sold at $500 each, that's $12,000. For tables at $300 each to equal $12,000, I need 40 tables. The difference is 40 - 24 = 16 tables.

A

The store received $500 × 24 = $12,000 from sofas. To get the same amount from tables at $300 each: $12,000 ÷ $300 = 40 tables. Therefore, 40 - 24 = 16 more tables than sofas were sold.",360,True,High
Claude Sonnet,8,college_prep_achiever,"upper-middle class, professional parents",challenging_conditions,2,q_2007_2_6_1_mc,"From the first equation: a + 4 = 10, so a = 6.
From the second equation: b + 10 = 4, so b = -6.
Therefore, a + b = 6 + (-6) = 0.

B

This is straightforward algebra - isolate each variable by subtracting the constant from both sides, then add the results together.",264,True,High
