char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,hedging_count,meta_count,restatement_count,verification_count,first_person,first_person_plural,math_term_count,unique_word_ratio,exclamation_count,question_count,has_bullets,step_count,model,agent_id,ses_3level,question_id,hedging_count_per_100words,meta_count_per_100words,restatement_count_per_100words,verification_count_per_100words,first_person_per_100words,first_person_plural_per_100words,math_term_count_per_100words,exclamation_count_per_100words,question_count_per_100words,step_count_per_100words,scenario.scenario_name
342,65,5,5.261538462,13,0,2,0,0,3,0,2,0.692307692,0,0,0,0,Claude Sonnet,8,High,q_2007_2_2_15_mc,0,3.076923077,0,0,4.615384615,0,3.076923077,0,0,0,optimal_conditions
294,57,4,5.157894737,14.25,0,0,0,1,0,0,0,0.649122807,0,0,1,0,Claude Sonnet,8,High,q_2007_2_2_6_mc,0,0,0,1.754385965,0,0,0,0,0,0,optimal_conditions
489,96,5,5.09375,19.2,0,2,0,1,1,0,0,0.583333333,0,0,1,1,Claude Sonnet,8,High,q_2007_2_6_6_mc,0,2.083333333,0,1.041666667,1.041666667,0,0,0,0,1.041666667,optimal_conditions
253,59,4,4.288135593,14.75,0,1,0,1,2,0,4,0.677966102,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_12_mc,0,1.694915254,0,1.694915254,3.389830508,0,6.779661017,0,0,0,optimal_conditions
255,66,4,3.863636364,16.5,0,1,0,1,1,0,1,0.651515152,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_15_mc,0,1.515151515,0,1.515151515,1.515151515,0,1.515151515,0,0,0,optimal_conditions
348,78,5,4.461538462,15.6,0,0,0,2,0,0,0,0.615384615,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_5_mc,0,0,0,2.564102564,0,0,0,0,0,0,optimal_conditions
284,56,4,5.071428571,14,0,1,0,0,0,1,0,0.714285714,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_1_mc,0,1.785714286,0,0,0,1.785714286,0,0,0,0,optimal_conditions
435,94,2,4.627659574,47,0,1,0,0,1,0,0,0.521276596,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_4_mc,0,1.063829787,0,0,1.063829787,0,0,0,0,0,optimal_conditions
293,60,4,4.883333333,15,0,0,0,2,0,0,2,0.65,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_11_mc,0,0,0,3.333333333,0,0,3.333333333,0,0,0,optimal_conditions
297,63,5,4.714285714,12.6,1,1,0,2,3,0,0,0.714285714,0,0,1,1,Claude Sonnet,8,High,q_2007_3_9_1_mc,1.587301587,1.587301587,0,3.174603175,4.761904762,0,0,0,0,1.587301587,optimal_conditions
207,45,3,4.6,15,0,1,1,1,1,1,0,0.733333333,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_5_mc,0,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,0,0,0,0,optimal_conditions
500,91,7,5.494505495,13,0,1,0,0,1,0,0,0.725274725,0,0,1,3,Claude Sonnet,8,High,q_2007_4_3_18_mc,0,1.098901099,0,0,1.098901099,0,0,0,0,3.296703297,optimal_conditions
390,70,6,5.571428571,11.66666667,0,0,0,1,0,0,1,0.671428571,0,0,0,0,Claude Sonnet,8,High,q_2007_4_3_2_mc,0,0,0,1.428571429,0,0,1.428571429,0,0,0,optimal_conditions
285,54,4,5.277777778,13.5,0,0,0,0,0,0,0,0.592592593,0,0,1,0,Claude Sonnet,8,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
362,81,6,4.469135802,13.5,0,1,0,0,0,1,0,0.555555556,0,0,1,0,Claude Sonnet,8,High,q_2007_4_9_11_mc,0,1.234567901,0,0,0,1.234567901,0,0,0,0,optimal_conditions
307,56,4,5.482142857,14,0,3,0,0,1,0,0,0.75,0,0,0,1,Claude Sonnet,8,High,q_2007_4_9_1_mc,0,5.357142857,0,0,1.785714286,0,0,0,0,1.785714286,optimal_conditions
268,58,3,4.620689655,19.33333333,0,0,0,1,0,2,0,0.672413793,0,0,0,0,Claude Sonnet,8,High,q_2007_4_9_5_mc,0,0,0,1.724137931,0,3.448275862,0,0,0,0,optimal_conditions
233,65,4,3.584615385,16.25,0,1,0,1,0,1,2,0.461538462,0,0,1,0,Claude Sonnet,8,High,q_2007_1_2_1_mc,0,1.538461538,0,1.538461538,0,1.538461538,3.076923077,0,0,0,moderate_stress
257,57,4,4.50877193,14.25,0,1,0,1,0,2,0,0.666666667,0,0,1,0,Claude Sonnet,8,High,q_2007_1_2_5_mc,0,1.754385965,0,1.754385965,0,3.50877193,0,0,0,0,moderate_stress
461,105,4,4.39047619,26.25,0,3,0,2,1,0,2,0.580952381,0,0,1,2,Claude Sonnet,8,High,q_2007_1_6_19_mc,0,2.857142857,0,1.904761905,0.952380952,0,1.904761905,0,0,1.904761905,moderate_stress
346,71,5,4.873239437,14.2,0,0,0,1,1,0,1,0.577464789,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_20_mc,0,0,0,1.408450704,1.408450704,0,1.408450704,0,0,0,moderate_stress
287,54,7,5.314814815,7.714285714,0,1,0,0,1,0,0,0.666666667,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_2_mc,0,1.851851852,0,0,1.851851852,0,0,0,0,0,moderate_stress
269,61,6,4.409836066,10.16666667,0,2,0,2,2,0,2,0.754098361,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_6_mc,0,3.278688525,0,3.278688525,3.278688525,0,3.278688525,0,0,0,moderate_stress
425,79,5,5.379746835,15.8,0,1,0,2,0,0,1,0.632911392,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_7_mc,0,1.265822785,0,2.53164557,0,0,1.265822785,0,0,0,moderate_stress
285,65,6,4.384615385,10.83333333,0,1,0,1,1,1,1,0.661538462,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_9_mc,0,1.538461538,0,1.538461538,1.538461538,1.538461538,1.538461538,0,0,0,moderate_stress
338,64,4,5.28125,16,0,1,0,0,1,2,1,0.703125,0,0,1,0,Claude Sonnet,8,High,q_2007_1_9_4_mc,0,1.5625,0,0,1.5625,3.125,1.5625,0,0,0,moderate_stress
388,77,7,5.038961039,11,0,2,0,1,1,1,1,0.675324675,0,0,1,0,Claude Sonnet,8,High,q_2007_2_2_11_mc,0,2.597402597,0,1.298701299,1.298701299,1.298701299,1.298701299,0,0,0,moderate_stress
342,65,5,5.261538462,13,0,2,0,0,3,0,2,0.692307692,0,0,0,0,Claude Sonnet,8,High,q_2007_2_2_15_mc,0,3.076923077,0,0,4.615384615,0,3.076923077,0,0,0,moderate_stress
294,57,4,5.157894737,14.25,0,0,0,1,0,0,0,0.649122807,0,0,1,0,Claude Sonnet,8,High,q_2007_2_2_6_mc,0,0,0,1.754385965,0,0,0,0,0,0,moderate_stress
489,96,5,5.09375,19.2,0,2,0,1,1,0,0,0.583333333,0,0,1,1,Claude Sonnet,8,High,q_2007_2_6_6_mc,0,2.083333333,0,1.041666667,1.041666667,0,0,0,0,1.041666667,moderate_stress
253,59,4,4.288135593,14.75,0,1,0,1,2,0,4,0.677966102,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_12_mc,0,1.694915254,0,1.694915254,3.389830508,0,6.779661017,0,0,0,moderate_stress
255,66,4,3.863636364,16.5,0,1,0,1,1,0,1,0.651515152,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_15_mc,0,1.515151515,0,1.515151515,1.515151515,0,1.515151515,0,0,0,moderate_stress
348,78,5,4.461538462,15.6,0,0,0,2,0,0,0,0.615384615,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_5_mc,0,0,0,2.564102564,0,0,0,0,0,0,moderate_stress
284,56,4,5.071428571,14,0,1,0,0,0,1,0,0.714285714,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_1_mc,0,1.785714286,0,0,0,1.785714286,0,0,0,0,moderate_stress
435,94,2,4.627659574,47,0,1,0,0,1,0,0,0.521276596,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_4_mc,0,1.063829787,0,0,1.063829787,0,0,0,0,0,moderate_stress
293,60,4,4.883333333,15,0,0,0,2,0,0,2,0.65,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_11_mc,0,0,0,3.333333333,0,0,3.333333333,0,0,0,moderate_stress
297,63,5,4.714285714,12.6,1,1,0,2,3,0,0,0.714285714,0,0,1,1,Claude Sonnet,8,High,q_2007_3_9_1_mc,1.587301587,1.587301587,0,3.174603175,4.761904762,0,0,0,0,1.587301587,moderate_stress
207,45,3,4.6,15,0,1,1,1,1,1,0,0.733333333,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_5_mc,0,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,0,0,0,0,moderate_stress
500,91,7,5.494505495,13,0,1,0,0,1,0,0,0.725274725,0,0,1,3,Claude Sonnet,8,High,q_2007_4_3_18_mc,0,1.098901099,0,0,1.098901099,0,0,0,0,3.296703297,moderate_stress
390,70,6,5.571428571,11.66666667,0,0,0,1,0,0,1,0.671428571,0,0,0,0,Claude Sonnet,8,High,q_2007_4_3_2_mc,0,0,0,1.428571429,0,0,1.428571429,0,0,0,moderate_stress
285,54,4,5.277777778,13.5,0,0,0,0,0,0,0,0.592592593,0,0,1,0,Claude Sonnet,8,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,moderate_stress
362,81,6,4.469135802,13.5,0,1,0,0,0,1,0,0.555555556,0,0,1,0,Claude Sonnet,8,High,q_2007_4_9_11_mc,0,1.234567901,0,0,0,1.234567901,0,0,0,0,moderate_stress
307,56,4,5.482142857,14,0,3,0,0,1,0,0,0.75,0,0,0,1,Claude Sonnet,8,High,q_2007_4_9_1_mc,0,5.357142857,0,0,1.785714286,0,0,0,0,1.785714286,moderate_stress
268,58,3,4.620689655,19.33333333,0,0,0,1,0,2,0,0.672413793,0,0,0,0,Claude Sonnet,8,High,q_2007_4_9_5_mc,0,0,0,1.724137931,0,3.448275862,0,0,0,0,moderate_stress
233,65,4,3.584615385,16.25,0,1,0,1,0,1,2,0.461538462,0,0,1,0,Claude Sonnet,8,High,q_2007_1_2_1_mc,0,1.538461538,0,1.538461538,0,1.538461538,3.076923077,0,0,0,challenging_conditions
257,57,4,4.50877193,14.25,0,1,0,1,0,2,0,0.666666667,0,0,1,0,Claude Sonnet,8,High,q_2007_1_2_5_mc,0,1.754385965,0,1.754385965,0,3.50877193,0,0,0,0,challenging_conditions
461,105,4,4.39047619,26.25,0,3,0,2,1,0,2,0.580952381,0,0,1,2,Claude Sonnet,8,High,q_2007_1_6_19_mc,0,2.857142857,0,1.904761905,0.952380952,0,1.904761905,0,0,1.904761905,challenging_conditions
346,71,5,4.873239437,14.2,0,0,0,1,1,0,1,0.577464789,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_20_mc,0,0,0,1.408450704,1.408450704,0,1.408450704,0,0,0,challenging_conditions
287,54,7,5.314814815,7.714285714,0,1,0,0,1,0,0,0.666666667,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_2_mc,0,1.851851852,0,0,1.851851852,0,0,0,0,0,challenging_conditions
269,61,6,4.409836066,10.16666667,0,2,0,2,2,0,2,0.754098361,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_6_mc,0,3.278688525,0,3.278688525,3.278688525,0,3.278688525,0,0,0,challenging_conditions
425,79,5,5.379746835,15.8,0,1,0,2,0,0,1,0.632911392,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_7_mc,0,1.265822785,0,2.53164557,0,0,1.265822785,0,0,0,challenging_conditions
285,65,6,4.384615385,10.83333333,0,1,0,1,1,1,1,0.661538462,0,0,1,0,Claude Sonnet,8,High,q_2007_1_6_9_mc,0,1.538461538,0,1.538461538,1.538461538,1.538461538,1.538461538,0,0,0,challenging_conditions
338,64,4,5.28125,16,0,1,0,0,1,2,1,0.703125,0,0,1,0,Claude Sonnet,8,High,q_2007_1_9_4_mc,0,1.5625,0,0,1.5625,3.125,1.5625,0,0,0,challenging_conditions
388,77,7,5.038961039,11,0,2,0,1,1,1,1,0.675324675,0,0,1,0,Claude Sonnet,8,High,q_2007_2_2_11_mc,0,2.597402597,0,1.298701299,1.298701299,1.298701299,1.298701299,0,0,0,challenging_conditions
342,65,5,5.261538462,13,0,2,0,0,3,0,2,0.692307692,0,0,0,0,Claude Sonnet,8,High,q_2007_2_2_15_mc,0,3.076923077,0,0,4.615384615,0,3.076923077,0,0,0,challenging_conditions
294,57,4,5.157894737,14.25,0,0,0,1,0,0,0,0.649122807,0,0,1,0,Claude Sonnet,8,High,q_2007_2_2_6_mc,0,0,0,1.754385965,0,0,0,0,0,0,challenging_conditions
489,96,5,5.09375,19.2,0,2,0,1,1,0,0,0.583333333,0,0,1,1,Claude Sonnet,8,High,q_2007_2_6_6_mc,0,2.083333333,0,1.041666667,1.041666667,0,0,0,0,1.041666667,challenging_conditions
253,59,4,4.288135593,14.75,0,1,0,1,2,0,4,0.677966102,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_12_mc,0,1.694915254,0,1.694915254,3.389830508,0,6.779661017,0,0,0,challenging_conditions
255,66,4,3.863636364,16.5,0,1,0,1,1,0,1,0.651515152,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_15_mc,0,1.515151515,0,1.515151515,1.515151515,0,1.515151515,0,0,0,challenging_conditions
348,78,5,4.461538462,15.6,0,0,0,2,0,0,0,0.615384615,0,0,1,0,Claude Sonnet,8,High,q_2007_2_9_5_mc,0,0,0,2.564102564,0,0,0,0,0,0,challenging_conditions
284,56,4,5.071428571,14,0,1,0,0,0,1,0,0.714285714,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_1_mc,0,1.785714286,0,0,0,1.785714286,0,0,0,0,challenging_conditions
435,94,2,4.627659574,47,0,1,0,0,1,0,0,0.521276596,0,0,1,0,Claude Sonnet,8,High,q_2007_3_4_4_mc,0,1.063829787,0,0,1.063829787,0,0,0,0,0,challenging_conditions
293,60,4,4.883333333,15,0,0,0,2,0,0,2,0.65,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_11_mc,0,0,0,3.333333333,0,0,3.333333333,0,0,0,challenging_conditions
297,63,5,4.714285714,12.6,1,1,0,2,3,0,0,0.714285714,0,0,1,1,Claude Sonnet,8,High,q_2007_3_9_1_mc,1.587301587,1.587301587,0,3.174603175,4.761904762,0,0,0,0,1.587301587,challenging_conditions
207,45,3,4.6,15,0,1,1,1,1,1,0,0.733333333,0,0,1,0,Claude Sonnet,8,High,q_2007_3_9_5_mc,0,2.222222222,2.222222222,2.222222222,2.222222222,2.222222222,0,0,0,0,challenging_conditions
500,91,7,5.494505495,13,0,1,0,0,1,0,0,0.725274725,0,0,1,3,Claude Sonnet,8,High,q_2007_4_3_18_mc,0,1.098901099,0,0,1.098901099,0,0,0,0,3.296703297,challenging_conditions
390,70,6,5.571428571,11.66666667,0,0,0,1,0,0,1,0.671428571,0,0,0,0,Claude Sonnet,8,High,q_2007_4_3_2_mc,0,0,0,1.428571429,0,0,1.428571429,0,0,0,challenging_conditions
285,54,4,5.277777778,13.5,0,0,0,0,0,0,0,0.592592593,0,0,1,0,Claude Sonnet,8,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,challenging_conditions
362,81,6,4.469135802,13.5,0,1,0,0,0,1,0,0.555555556,0,0,1,0,Claude Sonnet,8,High,q_2007_4_9_11_mc,0,1.234567901,0,0,0,1.234567901,0,0,0,0,challenging_conditions
307,56,4,5.482142857,14,0,3,0,0,1,0,0,0.75,0,0,0,1,Claude Sonnet,8,High,q_2007_4_9_1_mc,0,5.357142857,0,0,1.785714286,0,0,0,0,1.785714286,challenging_conditions
268,58,3,4.620689655,19.33333333,0,0,0,1,0,2,0,0.672413793,0,0,0,0,Claude Sonnet,8,High,q_2007_4_9_5_mc,0,0,0,1.724137931,0,3.448275862,0,0,0,0,challenging_conditions
206,56,3,3.678571429,18.66666667,0,1,1,1,0,0,1,0.5,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_1_mc,0,1.785714286,1.785714286,1.785714286,0,0,1.785714286,0,0,0,optimal_conditions
315,67,4,4.701492537,16.75,0,1,0,0,0,0,0,0.656716418,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_5_mc,0,1.492537313,0,0,0,0,0,0,0,0,optimal_conditions
365,86,3,4.244186047,28.66666667,0,3,0,1,1,0,2,0.593023256,0,0,1,2,Claude Sonnet,9,High,q_2007_1_6_19_mc,0,3.488372093,0,1.162790698,1.162790698,0,2.325581395,0,0,2.325581395,optimal_conditions
399,78,6,5.115384615,13,0,0,0,1,0,0,0,0.666666667,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_20_mc,0,0,0,1.282051282,0,0,0,0,0,0,optimal_conditions
308,58,7,5.310344828,8.285714286,0,1,0,0,1,0,0,0.637931034,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_2_mc,0,1.724137931,0,0,1.724137931,0,0,0,0,0,optimal_conditions
200,44,4,4.545454545,11,0,2,0,1,1,0,1,0.818181818,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_6_mc,0,4.545454545,0,2.272727273,2.272727273,0,2.272727273,0,0,0,optimal_conditions
399,75,5,5.32,15,0,1,0,2,0,0,1,0.693333333,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_7_mc,0,1.333333333,0,2.666666667,0,0,1.333333333,0,0,0,optimal_conditions
275,61,5,4.508196721,12.2,0,1,0,1,0,4,1,0.704918033,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_9_mc,0,1.639344262,0,1.639344262,0,6.557377049,1.639344262,0,0,0,optimal_conditions
273,53,5,5.150943396,10.6,0,0,0,0,0,2,0,0.79245283,0,0,1,0,Claude Sonnet,9,High,q_2007_1_9_4_mc,0,0,0,0,0,3.773584906,0,0,0,0,optimal_conditions
364,76,7,4.789473684,10.85714286,0,2,1,2,1,0,1,0.736842105,0,0,1,0,Claude Sonnet,9,High,q_2007_2_2_11_mc,0,2.631578947,1.315789474,2.631578947,1.315789474,0,1.315789474,0,0,0,optimal_conditions
328,67,3,4.895522388,22.33333333,0,2,0,1,2,0,2,0.626865672,0,0,0,0,Claude Sonnet,9,High,q_2007_2_2_15_mc,0,2.985074627,0,1.492537313,2.985074627,0,2.985074627,0,0,0,optimal_conditions
300,61,3,4.918032787,20.33333333,0,0,0,1,0,1,0,0.721311475,0,0,1,0,Claude Sonnet,9,High,q_2007_2_2_6_mc,0,0,0,1.639344262,0,1.639344262,0,0,0,0,optimal_conditions
301,69,6,4.362318841,11.5,0,0,0,1,0,0,0,0.536231884,0,0,0,0,Claude Sonnet,9,High,q_2007_2_6_2_mc,0,0,0,1.449275362,0,0,0,0,0,0,optimal_conditions
400,83,8,4.819277108,10.375,0,0,0,0,0,0,0,0.590361446,0,0,1,0,Claude Sonnet,9,High,q_2007_2_6_6_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
280,65,4,4.307692308,16.25,0,1,0,1,1,0,3,0.646153846,0,0,1,0,Claude Sonnet,9,High,q_2007_2_9_12_mc,0,1.538461538,0,1.538461538,1.538461538,0,4.615384615,0,0,0,optimal_conditions
389,105,7,3.704761905,15,0,2,0,2,2,1,1,0.523809524,0,0,1,0,Claude Sonnet,9,High,q_2007_2_9_15_mc,0,1.904761905,0,1.904761905,1.904761905,0.952380952,0.952380952,0,0,0,optimal_conditions
338,79,5,4.278481013,15.8,0,0,0,1,0,0,0,0.569620253,0,0,0,0,Claude Sonnet,9,High,q_2007_2_9_5_mc,0,0,0,1.265822785,0,0,0,0,0,0,optimal_conditions
327,66,5,4.954545455,13.2,0,0,1,1,0,1,0,0.696969697,0,0,1,0,Claude Sonnet,9,High,q_2007_3_4_1_mc,0,0,1.515151515,1.515151515,0,1.515151515,0,0,0,0,optimal_conditions
437,86,2,5.081395349,43,0,3,0,0,2,0,0,0.581395349,0,0,1,0,Claude Sonnet,9,High,q_2007_3_4_4_mc,0,3.488372093,0,0,2.325581395,0,0,0,0,0,optimal_conditions
299,58,4,5.155172414,14.5,0,0,0,1,0,0,3,0.706896552,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_11_mc,0,0,0,1.724137931,0,0,5.172413793,0,0,0,optimal_conditions
298,62,5,4.806451613,12.4,1,1,0,2,2,0,0,0.709677419,0,0,1,1,Claude Sonnet,9,High,q_2007_3_9_1_mc,1.612903226,1.612903226,0,3.225806452,3.225806452,0,0,0,0,1.612903226,optimal_conditions
289,67,4,4.313432836,16.75,0,3,1,1,1,2,0,0.671641791,0,0,1,0,Claude Sonnet,9,High,q_2007_3_9_5_mc,0,4.47761194,1.492537313,1.492537313,1.492537313,2.985074627,0,0,0,0,optimal_conditions
486,90,7,5.4,12.85714286,0,1,0,0,1,0,0,0.711111111,0,0,1,3,Claude Sonnet,9,High,q_2007_4_3_18_mc,0,1.111111111,0,0,1.111111111,0,0,0,0,3.333333333,optimal_conditions
388,64,6,6.0625,10.66666667,0,0,0,0,0,0,0,0.765625,0,0,0,0,Claude Sonnet,9,High,q_2007_4_3_2_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
263,49,4,5.367346939,12.25,0,0,0,0,0,0,0,0.591836735,0,0,1,0,Claude Sonnet,9,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
346,81,6,4.271604938,13.5,0,1,0,0,0,1,0,0.543209877,0,0,1,0,Claude Sonnet,9,High,q_2007_4_9_11_mc,0,1.234567901,0,0,0,1.234567901,0,0,0,0,optimal_conditions
210,41,3,5.12195122,13.66666667,0,0,0,0,0,0,0,0.756097561,0,0,1,0,Claude Sonnet,9,High,q_2007_4_9_1_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
255,56,3,4.553571429,18.66666667,0,0,0,1,0,1,0,0.660714286,0,0,0,0,Claude Sonnet,9,High,q_2007_4_9_5_mc,0,0,0,1.785714286,0,1.785714286,0,0,0,0,optimal_conditions
206,56,3,3.678571429,18.66666667,0,1,1,1,0,0,1,0.5,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_1_mc,0,1.785714286,1.785714286,1.785714286,0,0,1.785714286,0,0,0,moderate_stress
315,67,4,4.701492537,16.75,0,1,0,0,0,0,0,0.656716418,0,0,1,0,Claude Sonnet,9,High,q_2007_1_2_5_mc,0,1.492537313,0,0,0,0,0,0,0,0,moderate_stress
365,86,3,4.244186047,28.66666667,0,3,0,1,1,0,2,0.593023256,0,0,1,2,Claude Sonnet,9,High,q_2007_1_6_19_mc,0,3.488372093,0,1.162790698,1.162790698,0,2.325581395,0,0,2.325581395,moderate_stress
399,78,6,5.115384615,13,0,0,0,1,0,0,0,0.666666667,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_20_mc,0,0,0,1.282051282,0,0,0,0,0,0,moderate_stress
308,58,7,5.310344828,8.285714286,0,1,0,0,1,0,0,0.637931034,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_2_mc,0,1.724137931,0,0,1.724137931,0,0,0,0,0,moderate_stress
200,44,4,4.545454545,11,0,2,0,1,1,0,1,0.818181818,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_6_mc,0,4.545454545,0,2.272727273,2.272727273,0,2.272727273,0,0,0,moderate_stress
399,75,5,5.32,15,0,1,0,2,0,0,1,0.693333333,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_7_mc,0,1.333333333,0,2.666666667,0,0,1.333333333,0,0,0,moderate_stress
275,61,5,4.508196721,12.2,0,1,0,1,0,4,1,0.704918033,0,0,1,0,Claude Sonnet,9,High,q_2007_1_6_9_mc,0,1.639344262,0,1.639344262,0,6.557377049,1.639344262,0,0,0,moderate_stress
273,53,5,5.150943396,10.6,0,0,0,0,0,2,0,0.79245283,0,0,1,0,Claude Sonnet,9,High,q_2007_1_9_4_mc,0,0,0,0,0,3.773584906,0,0,0,0,moderate_stress
364,76,7,4.789473684,10.85714286,0,2,1,2,1,0,1,0.736842105,0,0,1,0,Claude Sonnet,9,High,q_2007_2_2_11_mc,0,2.631578947,1.315789474,2.631578947,1.315789474,0,1.315789474,0,0,0,moderate_stress
328,67,3,4.895522388,22.33333333,0,2,0,1,2,0,2,0.626865672,0,0,0,0,Claude Sonnet,9,High,q_2007_2_2_15_mc,0,2.985074627,0,1.492537313,2.985074627,0,2.985074627,0,0,0,moderate_stress
300,61,3,4.918032787,20.33333333,0,0,0,1,0,1,0,0.721311475,0,0,1,0,Claude Sonnet,9,High,q_2007_2_2_6_mc,0,0,0,1.639344262,0,1.639344262,0,0,0,0,moderate_stress
301,69,6,4.362318841,11.5,0,0,0,1,0,0,0,0.536231884,0,0,0,0,Claude Sonnet,9,High,q_2007_2_6_2_mc,0,0,0,1.449275362,0,0,0,0,0,0,moderate_stress
400,83,8,4.819277108,10.375,0,0,0,0,0,0,0,0.590361446,0,0,1,0,Claude Sonnet,9,High,q_2007_2_6_6_mc,0,0,0,0,0,0,0,0,0,0,moderate_stress
