char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,hedging_count,meta_count,restatement_count,verification_count,first_person,first_person_plural,math_term_count,unique_word_ratio,exclamation_count,question_count,has_bullets,step_count,agent_id,ses_3level,question_id,hedging_count_per_100words,meta_count_per_100words,restatement_count_per_100words,verification_count_per_100words,first_person_per_100words,first_person_plural_per_100words,math_term_count_per_100words,exclamation_count_per_100words,question_count_per_100words,step_count_per_100words,scenario.scenario_name
266,61,4,4.360655738,15.25,0,0,0,1,0,1,0,0.62295082,0,0,1,0,9,High,q_2007_4_9_5_mc,0,0,0,1.639344262,0,1.639344262,0,0,0,0,optimal_conditions
485,112,3,4.330357143,37.33333333,0,2,0,0,1,0,1,0.598214286,0,0,1,0,9,High,q_2007_1_2_15_num,0,1.785714286,0,0,0.892857143,0,0.892857143,0,0,0,moderate_stress
227,64,4,3.546875,16,0,1,0,1,0,1,2,0.453125,0,0,1,0,9,High,q_2007_1_2_1_mc,0,1.5625,0,1.5625,0,1.5625,3.125,0,0,0,moderate_stress
273,60,4,4.55,15,0,1,0,1,0,1,0,0.683333333,0,0,1,0,9,High,q_2007_1_2_5_mc,0,1.666666667,0,1.666666667,0,1.666666667,0,0,0,0,moderate_stress
408,74,4,5.513513514,18.5,0,1,0,0,1,0,0,0.675675676,2,0,1,0,9,High,q_2007_1_2_8_mc,0,1.351351351,0,0,1.351351351,0,0,2.702702703,0,0,moderate_stress
227,47,7,4.829787234,6.714285714,0,2,0,1,1,0,1,0.829787234,0,0,1,0,9,High,q_2007_1_2_9_num,0,4.255319149,0,2.127659574,2.127659574,0,2.127659574,0,0,0,moderate_stress
436,93,6,4.688172043,15.5,1,2,0,1,1,0,0,0.655913978,0,0,1,0,9,High,q_2007_1_6_12_mc,1.075268817,2.150537634,0,1.075268817,1.075268817,0,0,0,0,0,moderate_stress
452,103,3,4.388349515,34.33333333,0,3,0,2,1,0,2,0.572815534,0,0,1,2,9,High,q_2007_1_6_19_mc,0,2.912621359,0,1.941747573,0.970873786,0,1.941747573,0,0,1.941747573,moderate_stress
349,72,5,4.847222222,14.4,0,0,0,1,1,0,1,0.583333333,0,0,1,0,9,High,q_2007_1_6_20_mc,0,0,0,1.388888889,1.388888889,0,1.388888889,0,0,0,moderate_stress
245,50,6,4.9,8.333333333,0,0,0,1,0,0,0,0.58,0,0,1,0,9,High,q_2007_1_6_2_mc,0,0,0,2,0,0,0,0,0,0,moderate_stress
269,61,6,4.409836066,10.16666667,0,2,0,2,2,0,2,0.754098361,0,0,1,0,9,High,q_2007_1_6_6_mc,0,3.278688525,0,3.278688525,3.278688525,0,3.278688525,0,0,0,moderate_stress
419,83,5,5.048192771,16.6,0,1,0,2,0,0,1,0.662650602,0,0,1,0,9,High,q_2007_1_6_7_mc,0,1.204819277,0,2.409638554,0,0,1.204819277,0,0,0,moderate_stress
299,68,6,4.397058824,11.33333333,0,1,0,1,1,1,1,0.676470588,0,0,1,0,9,High,q_2007_1_6_9_mc,0,1.470588235,0,1.470588235,1.470588235,1.470588235,1.470588235,0,0,0,moderate_stress
338,70,3,4.828571429,23.33333333,0,5,0,1,3,0,1,0.714285714,0,0,1,1,9,High,q_2007_1_9_13_mc,0,7.142857143,0,1.428571429,4.285714286,0,1.428571429,0,0,1.428571429,moderate_stress
338,64,4,5.28125,16,0,1,0,0,1,2,1,0.703125,0,0,1,0,9,High,q_2007_1_9_4_mc,0,1.5625,0,0,1.5625,3.125,1.5625,0,0,0,moderate_stress
360,74,7,4.864864865,10.57142857,0,1,0,2,2,0,1,0.648648649,0,0,1,0,9,High,q_2007_2_2_11_mc,0,1.351351351,0,2.702702703,2.702702703,0,1.351351351,0,0,0,moderate_stress
371,67,5,5.537313433,13.4,0,1,0,0,3,0,3,0.731343284,0,0,0,0,9,High,q_2007_2_2_15_mc,0,1.492537313,0,0,4.47761194,0,4.47761194,0,0,0,moderate_stress
394,72,5,5.472222222,14.4,0,0,0,1,0,1,1,0.638888889,0,0,1,0,9,High,q_2007_2_2_17_mc,0,0,0,1.388888889,0,1.388888889,1.388888889,0,0,0,moderate_stress
329,64,6,5.140625,10.66666667,0,2,0,1,3,0,1,0.703125,0,0,1,0,9,High,q_2007_2_2_20_num,0,3.125,0,1.5625,4.6875,0,1.5625,0,0,0,moderate_stress
284,56,4,5.071428571,14,0,0,0,1,0,0,0,0.660714286,0,0,1,0,9,High,q_2007_2_2_6_mc,0,0,0,1.785714286,0,0,0,0,0,0,moderate_stress
269,65,9,4.138461538,7.222222222,0,2,0,1,1,0,0,0.646153846,0,0,1,0,9,High,q_2007_2_6_12_num,0,3.076923077,0,1.538461538,1.538461538,0,0,0,0,0,moderate_stress
487,75,9,6.493333333,8.333333333,0,3,0,1,1,0,0,0.64,0,0,1,0,9,High,q_2007_2_6_16_num,0,4,0,1.333333333,1.333333333,0,0,0,0,0,moderate_stress
313,73,7,4.287671233,10.42857143,0,3,0,2,1,0,1,0.602739726,0,0,1,0,9,High,q_2007_2_6_18_num,0,4.109589041,0,2.739726027,1.369863014,0,1.369863014,0,0,0,moderate_stress
264,57,4,4.631578947,14.25,0,2,0,2,0,0,3,0.649122807,0,0,1,2,9,High,q_2007_2_6_1_mc,0,3.50877193,0,3.50877193,0,0,5.263157895,0,0,3.50877193,moderate_stress
506,106,5,4.773584906,21.2,0,2,0,1,1,0,0,0.518867925,0,0,1,1,9,High,q_2007_2_6_6_mc,0,1.886792453,0,0.943396226,0.943396226,0,0,0,0,0.943396226,moderate_stress
276,58,5,4.75862069,11.6,0,1,0,1,2,0,1,0.706896552,4,0,1,0,9,High,q_2007_2_6_8_num,0,1.724137931,0,1.724137931,3.448275862,0,1.724137931,6.896551724,0,0,moderate_stress
228,54,4,4.222222222,13.5,0,0,0,1,2,0,4,0.703703704,0,0,1,0,9,High,q_2007_2_9_12_mc,0,0,0,1.851851852,3.703703704,0,7.407407407,0,0,0,moderate_stress
229,63,4,3.634920635,15.75,0,1,0,1,1,0,0,0.650793651,0,0,1,0,9,High,q_2007_2_9_15_mc,0,1.587301587,0,1.587301587,1.587301587,0,0,0,0,0,moderate_stress
304,62,3,4.903225806,20.66666667,0,1,0,0,0,1,0,0.661290323,0,0,1,0,9,High,q_2007_3_4_1_mc,0,1.612903226,0,0,0,1.612903226,0,0,0,0,moderate_stress
440,93,2,4.731182796,46.5,1,1,0,0,1,0,0,0.559139785,0,0,1,0,9,High,q_2007_3_4_4_mc,1.075268817,1.075268817,0,0,1.075268817,0,0,0,0,0,moderate_stress
482,82,5,5.87804878,16.4,0,0,0,0,1,0,0,0.743902439,0,0,1,0,9,High,q_2007_3_4_7_mc,0,0,0,0,1.219512195,0,0,0,0,0,moderate_stress
265,54,8,4.907407407,6.75,0,4,0,0,1,0,2,0.703703704,0,0,1,1,9,High,q_2007_3_4_9_num,0,7.407407407,0,0,1.851851852,0,3.703703704,0,0,1.851851852,moderate_stress
301,60,4,5.016666667,15,0,0,0,1,0,0,3,0.683333333,0,0,1,0,9,High,q_2007_3_9_11_mc,0,0,0,1.666666667,0,0,5,0,0,0,moderate_stress
481,67,4,7.179104478,16.75,0,3,0,1,3,0,0,0.835820896,0,0,1,0,9,High,q_2007_3_9_13_mc,0,4.47761194,0,1.492537313,4.47761194,0,0,0,0,0,moderate_stress
556,107,10,5.196261682,10.7,0,1,0,1,0,1,0,0.626168224,0,0,1,1,9,High,q_2007_3_9_15_mc,0,0.934579439,0,0.934579439,0,0.934579439,0,0,0,0.934579439,moderate_stress
385,75,6,5.133333333,12.5,0,4,0,1,2,0,0,0.626666667,0,0,1,1,9,High,q_2007_3_9_16_num,0,5.333333333,0,1.333333333,2.666666667,0,0,0,0,1.333333333,moderate_stress
297,63,5,4.714285714,12.6,1,1,0,2,3,0,0,0.714285714,0,0,1,1,9,High,q_2007_3_9_1_mc,1.587301587,1.587301587,0,3.174603175,4.761904762,0,0,0,0,1.587301587,moderate_stress
315,60,5,5.25,12,0,1,0,0,1,0,1,0.733333333,0,0,1,0,9,High,q_2007_3_9_4_mc,0,1.666666667,0,0,1.666666667,0,1.666666667,0,0,0,moderate_stress
257,51,4,5.039215686,12.75,0,1,1,1,1,1,0,0.745098039,0,0,1,0,9,High,q_2007_3_9_5_mc,0,1.960784314,1.960784314,1.960784314,1.960784314,1.960784314,0,0,0,0,moderate_stress
404,78,5,5.179487179,15.6,0,1,0,0,0,1,0,0.679487179,0,0,1,3,9,High,q_2007_4_3_18_mc,0,1.282051282,0,0,0,1.282051282,0,0,0,3.846153846,moderate_stress
385,107,6,3.598130841,17.83333333,0,3,0,1,2,1,2,0.495327103,0,0,1,0,9,High,q_2007_4_3_19_mc,0,2.803738318,0,0.934579439,1.869158879,0.934579439,1.869158879,0,0,0,moderate_stress
410,73,6,5.616438356,12.16666667,0,0,0,1,0,1,1,0.684931507,0,0,0,0,9,High,q_2007_4_3_2_mc,0,0,0,1.369863014,0,1.369863014,1.369863014,0,0,0,moderate_stress
377,74,6,5.094594595,12.33333333,1,0,0,1,0,3,1,0.756756757,0,0,1,0,9,High,q_2007_4_3_8_mc,1.351351351,0,0,1.351351351,0,4.054054054,1.351351351,0,0,0,moderate_stress
174,32,2,5.4375,16,0,3,0,0,1,0,0,0.6875,0,0,0,0,9,High,q_2007_4_6_14_num,0,9.375,0,0,3.125,0,0,0,0,0,moderate_stress
354,100,7,3.54,14.28571429,0,3,0,2,4,0,0,0.54,0,0,1,0,9,High,q_2007_4_6_15_num,0,3,0,2,4,0,0,0,0,0,moderate_stress
271,49,3,5.530612245,16.33333333,0,0,0,0,0,0,1,0.653061224,0,0,1,0,9,High,q_2007_4_6_2_mc,0,0,0,0,0,0,2.040816327,0,0,0,moderate_stress
362,81,6,4.469135802,13.5,0,1,0,0,0,1,0,0.555555556,0,0,1,0,9,High,q_2007_4_9_11_mc,0,1.234567901,0,0,0,1.234567901,0,0,0,0,moderate_stress
467,77,7,6.064935065,11,1,0,0,1,0,1,0,0.714285714,0,0,1,0,9,High,q_2007_4_9_12_mc,1.298701299,0,0,1.298701299,0,1.298701299,0,0,0,0,moderate_stress
312,58,4,5.379310345,14.5,0,3,0,0,1,0,0,0.74137931,0,0,0,1,9,High,q_2007_4_9_1_mc,0,5.172413793,0,0,1.724137931,0,0,0,0,1.724137931,moderate_stress
266,61,4,4.360655738,15.25,0,0,0,1,0,1,0,0.62295082,0,0,1,0,9,High,q_2007_4_9_5_mc,0,0,0,1.639344262,0,1.639344262,0,0,0,0,moderate_stress
485,112,3,4.330357143,37.33333333,0,2,0,0,1,0,1,0.598214286,0,0,1,0,9,High,q_2007_1_2_15_num,0,1.785714286,0,0,0.892857143,0,0.892857143,0,0,0,challenging_conditions
227,64,4,3.546875,16,0,1,0,1,0,1,2,0.453125,0,0,1,0,9,High,q_2007_1_2_1_mc,0,1.5625,0,1.5625,0,1.5625,3.125,0,0,0,challenging_conditions
273,60,4,4.55,15,0,1,0,1,0,1,0,0.683333333,0,0,1,0,9,High,q_2007_1_2_5_mc,0,1.666666667,0,1.666666667,0,1.666666667,0,0,0,0,challenging_conditions
408,74,4,5.513513514,18.5,0,1,0,0,1,0,0,0.675675676,2,0,1,0,9,High,q_2007_1_2_8_mc,0,1.351351351,0,0,1.351351351,0,0,2.702702703,0,0,challenging_conditions
227,47,7,4.829787234,6.714285714,0,2,0,1,1,0,1,0.829787234,0,0,1,0,9,High,q_2007_1_2_9_num,0,4.255319149,0,2.127659574,2.127659574,0,2.127659574,0,0,0,challenging_conditions
436,93,6,4.688172043,15.5,1,2,0,1,1,0,0,0.655913978,0,0,1,0,9,High,q_2007_1_6_12_mc,1.075268817,2.150537634,0,1.075268817,1.075268817,0,0,0,0,0,challenging_conditions
452,103,3,4.388349515,34.33333333,0,3,0,2,1,0,2,0.572815534,0,0,1,2,9,High,q_2007_1_6_19_mc,0,2.912621359,0,1.941747573,0.970873786,0,1.941747573,0,0,1.941747573,challenging_conditions
349,72,5,4.847222222,14.4,0,0,0,1,1,0,1,0.583333333,0,0,1,0,9,High,q_2007_1_6_20_mc,0,0,0,1.388888889,1.388888889,0,1.388888889,0,0,0,challenging_conditions
245,50,6,4.9,8.333333333,0,0,0,1,0,0,0,0.58,0,0,1,0,9,High,q_2007_1_6_2_mc,0,0,0,2,0,0,0,0,0,0,challenging_conditions
269,61,6,4.409836066,10.16666667,0,2,0,2,2,0,2,0.754098361,0,0,1,0,9,High,q_2007_1_6_6_mc,0,3.278688525,0,3.278688525,3.278688525,0,3.278688525,0,0,0,challenging_conditions
419,83,5,5.048192771,16.6,0,1,0,2,0,0,1,0.662650602,0,0,1,0,9,High,q_2007_1_6_7_mc,0,1.204819277,0,2.409638554,0,0,1.204819277,0,0,0,challenging_conditions
299,68,6,4.397058824,11.33333333,0,1,0,1,1,1,1,0.676470588,0,0,1,0,9,High,q_2007_1_6_9_mc,0,1.470588235,0,1.470588235,1.470588235,1.470588235,1.470588235,0,0,0,challenging_conditions
338,70,3,4.828571429,23.33333333,0,5,0,1,3,0,1,0.714285714,0,0,1,1,9,High,q_2007_1_9_13_mc,0,7.142857143,0,1.428571429,4.285714286,0,1.428571429,0,0,1.428571429,challenging_conditions
338,64,4,5.28125,16,0,1,0,0,1,2,1,0.703125,0,0,1,0,9,High,q_2007_1_9_4_mc,0,1.5625,0,0,1.5625,3.125,1.5625,0,0,0,challenging_conditions
360,74,7,4.864864865,10.57142857,0,1,0,2,2,0,1,0.648648649,0,0,1,0,9,High,q_2007_2_2_11_mc,0,1.351351351,0,2.702702703,2.702702703,0,1.351351351,0,0,0,challenging_conditions
371,67,5,5.537313433,13.4,0,1,0,0,3,0,3,0.731343284,0,0,0,0,9,High,q_2007_2_2_15_mc,0,1.492537313,0,0,4.47761194,0,4.47761194,0,0,0,challenging_conditions
394,72,5,5.472222222,14.4,0,0,0,1,0,1,1,0.638888889,0,0,1,0,9,High,q_2007_2_2_17_mc,0,0,0,1.388888889,0,1.388888889,1.388888889,0,0,0,challenging_conditions
329,64,6,5.140625,10.66666667,0,2,0,1,3,0,1,0.703125,0,0,1,0,9,High,q_2007_2_2_20_num,0,3.125,0,1.5625,4.6875,0,1.5625,0,0,0,challenging_conditions
284,56,4,5.071428571,14,0,0,0,1,0,0,0,0.660714286,0,0,1,0,9,High,q_2007_2_2_6_mc,0,0,0,1.785714286,0,0,0,0,0,0,challenging_conditions
269,65,9,4.138461538,7.222222222,0,2,0,1,1,0,0,0.646153846,0,0,1,0,9,High,q_2007_2_6_12_num,0,3.076923077,0,1.538461538,1.538461538,0,0,0,0,0,challenging_conditions
487,75,9,6.493333333,8.333333333,0,3,0,1,1,0,0,0.64,0,0,1,0,9,High,q_2007_2_6_16_num,0,4,0,1.333333333,1.333333333,0,0,0,0,0,challenging_conditions
313,73,7,4.287671233,10.42857143,0,3,0,2,1,0,1,0.602739726,0,0,1,0,9,High,q_2007_2_6_18_num,0,4.109589041,0,2.739726027,1.369863014,0,1.369863014,0,0,0,challenging_conditions
264,57,4,4.631578947,14.25,0,2,0,2,0,0,3,0.649122807,0,0,1,2,9,High,q_2007_2_6_1_mc,0,3.50877193,0,3.50877193,0,0,5.263157895,0,0,3.50877193,challenging_conditions
506,106,5,4.773584906,21.2,0,2,0,1,1,0,0,0.518867925,0,0,1,1,9,High,q_2007_2_6_6_mc,0,1.886792453,0,0.943396226,0.943396226,0,0,0,0,0.943396226,challenging_conditions
276,58,5,4.75862069,11.6,0,1,0,1,2,0,1,0.706896552,4,0,1,0,9,High,q_2007_2_6_8_num,0,1.724137931,0,1.724137931,3.448275862,0,1.724137931,6.896551724,0,0,challenging_conditions
228,54,4,4.222222222,13.5,0,0,0,1,2,0,4,0.703703704,0,0,1,0,9,High,q_2007_2_9_12_mc,0,0,0,1.851851852,3.703703704,0,7.407407407,0,0,0,challenging_conditions
229,63,4,3.634920635,15.75,0,1,0,1,1,0,0,0.650793651,0,0,1,0,9,High,q_2007_2_9_15_mc,0,1.587301587,0,1.587301587,1.587301587,0,0,0,0,0,challenging_conditions
304,62,3,4.903225806,20.66666667,0,1,0,0,0,1,0,0.661290323,0,0,1,0,9,High,q_2007_3_4_1_mc,0,1.612903226,0,0,0,1.612903226,0,0,0,0,challenging_conditions
440,93,2,4.731182796,46.5,1,1,0,0,1,0,0,0.559139785,0,0,1,0,9,High,q_2007_3_4_4_mc,1.075268817,1.075268817,0,0,1.075268817,0,0,0,0,0,challenging_conditions
482,82,5,5.87804878,16.4,0,0,0,0,1,0,0,0.743902439,0,0,1,0,9,High,q_2007_3_4_7_mc,0,0,0,0,1.219512195,0,0,0,0,0,challenging_conditions
265,54,8,4.907407407,6.75,0,4,0,0,1,0,2,0.703703704,0,0,1,1,9,High,q_2007_3_4_9_num,0,7.407407407,0,0,1.851851852,0,3.703703704,0,0,1.851851852,challenging_conditions
301,60,4,5.016666667,15,0,0,0,1,0,0,3,0.683333333,0,0,1,0,9,High,q_2007_3_9_11_mc,0,0,0,1.666666667,0,0,5,0,0,0,challenging_conditions
481,67,4,7.179104478,16.75,0,3,0,1,3,0,0,0.835820896,0,0,1,0,9,High,q_2007_3_9_13_mc,0,4.47761194,0,1.492537313,4.47761194,0,0,0,0,0,challenging_conditions
556,107,10,5.196261682,10.7,0,1,0,1,0,1,0,0.626168224,0,0,1,1,9,High,q_2007_3_9_15_mc,0,0.934579439,0,0.934579439,0,0.934579439,0,0,0,0.934579439,challenging_conditions
385,75,6,5.133333333,12.5,0,4,0,1,2,0,0,0.626666667,0,0,1,1,9,High,q_2007_3_9_16_num,0,5.333333333,0,1.333333333,2.666666667,0,0,0,0,1.333333333,challenging_conditions
