agent_id,agent.persona_name,agent.ses_background,scenario.scenario_name,scenario.scenario_index,question_id,reasoning_text,reasoning_text_length,correct,ses_3level
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_1_6_7_mc,"Since a < 0, multiplying by larger positive numbers makes the result more negative (smaller). The sequence a, 2a, 4a, 8a becomes increasingly negative, so a is the least negative and therefore the greatest.

A

When a is negative, multiplying it by larger coefficients (2, 4, 8) produces more negative values. For example, if a = -1, then a = -1, 2a = -2, 4a = -4, and 8a = -8. Since -1 > -2 > -4 > -8, the answer is a.",419,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_1_6_9_mc,"Taking the square root of both sides: x - 2 = ±5. So x = 7 or x = -3. Since x < 0, we need x = -3.

D

This is a straightforward quadratic equation. After solving (x-2)² = 25, I get two solutions: x = 7 and x = -3. The constraint x < 0 eliminates the positive solution, leaving x = -3 as the answer.",299,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_1_9_13_mc,"I need to express 2^(n+2) in terms of k, where k = 2^n + 2^(n+1).

First, I'll factor: k = 2^n + 2^(n+1) = 2^n(1 + 2) = 3·2^n

So 2^n = k/3, and 2^(n+2) = 4·2^n = 4k/3

B

This is a straightforward algebraic manipulation. I factored out 2^n from the given equation to get k = 3·2^n, then multiplied both sides by 4 to find 2^(n+2) = 4k/3.",338,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_1_9_4_mc,"I need to translate ""5 years less than twice as long"" into an expression. Twice Maly's years is 2n, and 5 years less than that means subtracting 5, giving 2n - 5.

C

This is a straightforward algebraic translation problem. ""Twice as long as Maly"" gives us 2n, and ""5 years less than"" that amount means we subtract 5, resulting in 2n - 5.",338,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_2_11_mc,"Let me set up equations. If 24 sofas sold at $500 each, that's $12,000. For tables at $300 each to equal $12,000, I need 40 tables. The difference is 40 - 24 = 16 tables.

A

The store received $500 × 24 = $12,000 from sofas. To get the same amount from tables at $300 each: $12,000 ÷ $300 = 40 tables. Therefore, 40 - 24 = 16 more tables than sofas were sold.",360,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_2_15_mc,"I need to express (x+y)/x in terms of r, where r = x/y.

From r = x/y, I get x = ry. Substituting: (x+y)/x = (ry+y)/(ry) = y(r+1)/(ry) = (r+1)/r.

D

This is a straightforward algebraic manipulation. Since x = ry, I can substitute into the target expression and simplify by factoring out y from the numerator, which cancels with the y in the denominator, leaving (r+1)/r.",371,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_2_17_mc,"With 17 numbers, the median is the 9th number when ordered. Changing the 5 smallest and 3 largest doesn't affect the 9th position, so the median stays the same. For the mean: -5(1) + 3(2) = +1 total, so it increases.

A

The median is the middle value (9th of 17 numbers). Since we only modify the 5 smallest and 3 largest numbers, the 9th number remains unchanged, keeping the median constant.",394,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_2_20_num,"Looking at this problem, I need to check which expressions equal x^(3/2) using exponent rules.

For I) x · x^0.5 = x^1 · x^(1/2) = x^(1 + 1/2) = x^(3/2) ✓

For 2) x^(3/2) = x^(3/2) ✓ (obviously equivalent)

For 3) x^2/x^0.5 = x^2 · x^(-0.5) = x^(2 - 1/2) = x^(3/2) ✓

All three expressions are equivalent to x^(3/2).

I, 2, and 3",329,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_2_6_mc,"This is an arithmetic sequence with common difference 3. The difference between the 104th and 100th terms is 4 terms × 3 = 12.

E

The sequence increases by 3 for each term. From the 100th to 104th term, there are 4 steps (101st, 102nd, 103rd, 104th), so the difference is 4 × 3 = 12.",284,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_12_num,"Looking at the inequality 0 < x² < 1/64, I need to find the range of x values.

Since x > 0 and x² < 1/64, taking the square root of both sides: x < 1/8 = 0.125

So x must satisfy 0 < x < 0.125.

Any value in this range works, such as x = 0.1 or x = 1/16 = 0.0625.

0.1",269,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_16_num,"Looking at this problem, I need to work backwards from the single-bedroom apartments without balconies.

If 30% of single-bedroom apartments have balconies, then 70% don't have balconies. Since 28 single-bedroom apartments don't have balconies: 0.70 × (single-bedroom apartments) = 28, so there are 28 ÷ 0.70 = 40 single-bedroom apartments total. Since single-bedroom apartments represent 20% of all apartments: 0.20 × (total apartments) = 40, so total apartments = 40 ÷ 0.20 = 200.

200",487,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_18_num,"Let me set up equations based on the given information.

Let x = number of people in front of Juan.
Then people behind Juan = x + 9.
Total people = x (in front) + 1 (Juan) + (x + 9) (behind) = 2x + 10.

Since total = 3 times people in front: 2x + 10 = 3x, so x = 10.
Therefore, total people = 2(10) + 10 = 30.

30",313,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_1_mc,"From the first equation: a + 4 = 10, so a = 6.
From the second equation: b + 10 = 4, so b = -6.
Therefore, a + b = 6 + (-6) = 0.

B

This is straightforward algebra - isolate each variable by subtracting the constant from both sides, then add the results together.",264,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_2_mc,"Since d is odd, 2d is even (even × odd = even). Since n is even, 5n is even (odd × even = even). The sum of two even numbers is always even.

B

2d is even because any integer times 2 is even. 5n is even because 5 times an even number gives an even result. Adding two even numbers always produces an even number, so 2d + 5n must be even.",337,False,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_6_mc,"I'll work backwards from the 14 children remaining after the third stop.

Before stop 3: 14 + 10 = 24 children
Before stop 2: If 1/4 got off, then 3/4 remained = 24, so there were 32 children
Before stop 1: 32 + 4 = 36 children initially

E

Working backwards: After stop 3 there are 14 kids. Adding the 10 who got off at stop 3 gives 24. If 1/4 got off at stop 2, then 24 represents 3/4 of the children before stop 2, so 24 ÷ 3/4 = 32. Adding the 4 who got off at stop 1 gives 36 total children initially.",506,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_6_8_num,"I need to find the number of arrangements of D, E, F, F and subtract 6.

For 4 letters where one letter (F) repeats twice, I use the formula n!/k! where n is total letters and k is the number of repetitions. So 4!/2! = 24/2 = 12 arrangements.

The difference is 12 - 6 = 6.

6",276,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_12_mc,"Since f(k) = 5 and f(x) = 2x - 3, I can substitute: 2k - 3 = 5. Solving for k: 2k = 8, so k = 4.

B

This is a straightforward function evaluation problem. I set up the equation 2k - 3 = 5 and solved algebraically to find k = 4.",228,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_15_mc,"Since point (a,b) lies on both lines, I can set them equal: 2x + 3 = 1 - 3x, giving 5x = -2, so x = -2/5. Then y = 2(-2/5) + 3 = 11/5. So a = -2/5 and b = 11/5.

E

Testing: a = 4 - 2b gives -2/5 = 4 - 2(11/5) = 4 - 22/5 = -2/5 ✓",229,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_5_mc,"For r + s to be odd, one number must be odd and one must be even. Since r is always odd (from {1,3,5,7}) and s is always even (from {2,4,6}), their sum r + s will always be odd.

A

The sum of an odd number and an even number is always odd. Since every element in the first set is odd and every element in the second set is even, all possible sums will be odd, giving probability 1.",382,False,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_2_9_8_mc,"This is a logic problem using contrapositive reasoning. Given: If Carrie didn't go, then Bill didn't go (contrapositive of statement 2). If Bill didn't go, then Anna didn't go (contrapositive of statement 1). Therefore, only statement 3 must be true.

C

The key is recognizing the contrapositive: ""If B then C"" means ""If not C, then not B."" Since Carrie didn't go, Bill didn't go (making statement 3 true). This also means Anna didn't go (making statement 1 false). Statement 2 contradicts what we just proved.",511,False,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_1_mc,"If Dave owns 44 out of 128 total comic books, then Fred and Norman together own 128 - 44 = 84 comic books. The average between Fred and Norman is 84 ÷ 2 = 42.

A

The total minus Dave's portion gives us what Fred and Norman own together (84), and dividing by 2 gives their average of 42 comic books each.",304,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_4_mc,"Let me analyze each pair:
- aa: value = 2 (a paired with itself)
- ab: value = 1 (a with another letter)
- ac: value = 1 (a with another letter)
- bc: value = 0 (no a)
- aa: value = 2 (a paired with itself)
- ba: value = 1 (a with another letter)

Sum = 2+1+1+0+2+1 = 7

B

The key is identifying which pairs contain 'a': aa gets 2 points (appears twice), ab/ac/ba each get 1 point (three times), and bc gets 0 points. Total: 2+2+1+1+1 = 7.",440,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_7_mc,"From a vertex of an 8-sided polygon, I can draw diagonals to all non-adjacent vertices. That's 8 - 3 = 5 vertices (excluding the vertex itself and its 2 adjacent vertices). These 5 diagonals divide the polygon into 6 triangles.

C

When drawing all diagonals from one vertex of a regular octagon, you connect to 5 non-adjacent vertices. This creates 6 triangular regions within the polygon (one less than the total number of sides, following the pattern n-2 for an n-sided polygon).",482,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_4_9_num,"Looking at this problem, I need to find the bird's constant speed first, then use it to calculate the distance traveled in 3 hours.

The bird's speed is 62 miles ÷ 4 hours = 15.5 miles per hour. At this rate, in 3 hours the bird travels 15.5 × 3 = 46.5 miles.

46.5",265,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_11_mc,"For the equation to be true for all values of x, the coefficients of x must be equal. So 2 = 3k, which gives k = 2/3.

E

The key insight is recognizing that if two linear expressions are equal for ALL values of x, their corresponding coefficients must match. Setting 2 = 3k and solving gives k = 2/3.",301,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_12_num,"Looking at this problem, I need to find the minimum number of positive integers required when 11 different integers sum to zero.

Let me denote p positive integers and n negative integers. Since the sum is zero, the positive integers must balance the negative integers. To minimize p, I should maximize the magnitude of negative integers and minimize the magnitude of positive integers.

If I use p positive integers, I have (11 - p) negative integers. Using the smallest possible positive integers {1, 2, ..., p} gives sum = p(p+1)/2. Using the largest magnitude negative integers {-1, -2, ..., -(11-p)} gives sum = -(11-p)(12-p)/2.

Setting these equal:
p(p+1)/2 = (11-p)(12-p)/2
p(p+1) = (11-p)(12-p)
p² + p = 132 - 23p + p²
24p = 132
p = 5.5

Since p must be an integer, I need to check p = 5 and p = 6.",807,False,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_13_mc,"I need to find all combinations of 1-point, 5-point, and 10-point tokens that sum to 17.

Let me systematically check: (1,1,10), (0,1,10)=15✗, (2,1,10)=22✗, (7,2,0)=17✓, (2,3,0)=17✓, (12,1,0)=17✓, (7,0,1)=17✓, (2,1,1)=17✓. That's 6 combinations.

E

I systematically found all valid combinations by varying the number of 10-point tokens (0 or 1), then 5-point tokens, then filling with 1-point tokens: (7,2,0), (2,3,0), (12,1,0), (17,0,0), (7,0,1), and (2,1,1) all equal 17 points.",481,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_15_mc,"The sequence alternates: 2, -4, 8, -16, 32, -64, 128, -256, ...
Odd-positioned terms are positive (2, 8, 32, 128, ...) and even-positioned terms are negative.
All 25 even-positioned terms are negative (< 100). For odd positions, only the first 3 terms (2, 8, 32) are < 100.
Total: 25 + 3 = 28.

C

The sequence has pattern aₙ = 2(-2)^(n-1). Even-indexed terms are always negative (thus < 100), giving us 25 terms. Odd-indexed terms are positive powers of 2: only 2¹, 2³, 2⁵ (which are 2, 8, 32) are less than 100, since 2⁷ = 128 > 100. Total = 25 + 3 = 28.",556,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_16_num,"I need to find the diameter of a sphere that circumscribes a cube with volume 8 cm³.

First, I'll find the side length of the cube: if V = s³ = 8, then s = 2 cm.

For a cube inscribed in a sphere, the sphere's diameter equals the cube's space diagonal (the diagonal connecting opposite vertices). The space diagonal of a cube with side s is s√3.

Therefore, the diameter = 2√3 cm.

2√3",385,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_1_mc,"If 3/4 of a number is 18, then the number is 18 ÷ (3/4) = 18 × (4/3) = 24. Therefore, 1/4 of 24 equals 6.

C

This is a straightforward proportion problem. Once I found the whole number (24), dividing by 4 gives me 6. I could also recognize that 1/4 is one-third of 3/4, so the answer is 18/3 = 6.",297,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_4_mc,"Toni commutes 2 hours per day for 5 days = 10 hours total. Five days contain 5 × 24 = 120 hours total. The fraction is 10/120 = 1/12.

A

This is a straightforward ratio problem. I calculated total commuting time (10 hours) and divided by total hours in 5 days (120 hours), then simplified the fraction to get 1/12.",315,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_3_9_5_mc,"Since 3^(1/2) = x + 1, I need to find (x + 1)^2. By direct substitution, (x + 1)^2 = (3^(1/2))^2 = 3.

C

The problem directly states that 3^(1/2) equals (x + 1), so squaring both sides gives us (x + 1)^2 = 3. This is a straightforward substitution problem.",257,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_18_mc,"The first digit is fixed as 2. The second and third digits can each be any of 10 digits (0-9). The last digit can be any digit except 0, giving 9 choices. Total: 1 × 10 × 10 × 9 = 900.

B

The calculation is straightforward: with the first position locked at 2, two middle positions with 10 options each, and the final position with 9 options (1-9, excluding 0), we multiply to get 900 possible integers.",404,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_19_mc,"I need to solve xy = x + y for x in terms of y, then determine valid x values when y > 2.

Rearranging: xy - x = y, so x(y - 1) = y, giving x = y/(y - 1).

When y > 2, y/(y - 1) approaches 1 from above as y increases, and equals 2 when y = 2. So 1 < x < 2.

D

When y > 2, I can rewrite x = y/(y-1) = 1 + 1/(y-1). Since y > 2 means y - 1 > 1, we have 0 < 1/(y-1) < 1, making 1 < x < 2.",385,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_2_mc,"Cliff earns $15 per hour, so for h hours he earns 15h dollars. He earns $10 per television, so for n televisions he earns 10n dollars. Total earnings = 15h + 10n.

B

This is a straightforward linear equation problem. The hourly wage of $15 multiplies the hours worked (h), and the commission of $10 multiplies the number of televisions sold (n). Adding these two independent income streams gives us 15h + 10n.",410,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_3_mc,"When multiplying by -3, positive numbers become negative and negative numbers become positive. The original list has 3 positive numbers (1, 2, -3... wait, let me recount: 1, 2 are positive; -4, -3, -7, -6 are negative). So 2 positive numbers become negative.

B

The original list contains 2 positive numbers (1, 2) and 4 negative numbers (-4, -3, -7, -6). When multiplied by -3, the 2 positive numbers become negative, while the 4 negative numbers become positive. Therefore, 2 numbers on the new list are negative.",516,False,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_3_8_mc,"From 2^m · 2^p = 32, we get 2^(m+p) = 2^5, so m+p = 5.
From (2^m)^p = 64, we get 2^(mp) = 2^6, so mp = 6.
Solving: m=2, p=3 or m=3, p=2. Only m=3 appears in the choices.

B

The system of equations m+p=5 and mp=6 gives us the quadratic t²-5t+6=0, which factors to (t-2)(t-3)=0, yielding solutions m=2,p=3 or m=3,p=2. Since only 3 appears in the answer choices, the answer is B.",377,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_6_14_num,"Looking at this problem, I need to evaluate R(t) at t = 10 months.

Given: R(t) = 250(4)^(t/5)

Substituting t = 10:
R(10) = 250(4)^(10/5) = 250(4)^2 = 250(16) = 4,000

4,000",174,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_6_15_num,"I need to find positive integers a, b, and c that satisfy a/3 + b/6 + c/18 = 1.

Multiplying everything by 18: 6a + 3b + c = 18.

I need positive integers where 6a + 3b + c = 18. Let me try a = 1: 6 + 3b + c = 18, so 3b + c = 12. If b = 1, then c = 9. This gives abc = 1 × 1 × 9 = 9.

Let me verify: 1/3 + 1/6 + 9/18 = 6/18 + 3/18 + 9/18 = 18/18 = 1 ✓

9",354,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_6_2_mc,"Total marbles = 5 + 6 + 9 = 20. Probability of drawing white = number of white marbles / total marbles = 5/20 = 1/4.

D

The probability is calculated by dividing favorable outcomes (5 white marbles) by total possible outcomes (20 total marbles), which simplifies to 1/4.",271,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_11_mc,"The product (x - 8)(x + 5) < 0 when the factors have opposite signs. This occurs when -5 < x < 8. The smallest integer in this interval is -4.

E

The inequality is satisfied when one factor is positive and the other negative. Since x - 8 is negative for x < 8 and x + 5 is positive for x > -5, we need -5 < x < 8. The smallest integer satisfying this is x = -4.",362,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_12_mc,"The fourth vertex of the original square is (3,3). When reflecting over y = -x, we swap coordinates and negate both: (x,y) → (-y,-x). So (3,3) becomes (-3,-3), which is option A.

A

Reflecting a point (x,y) over the line y = -x transforms it to (-y,-x). The original square has vertices (0,0), (0,3), (3,0), and (3,3). Applying the reflection: (0,0)→(0,0), (0,3)→(-3,0), (3,0)→(0,-3), and (3,3)→(-3,-3). Option A is the only one that appears in the reflected square.",467,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_1_mc,"First, I need to convert the rope length to inches: 20 feet × 12 inches/foot = 240 inches. Then divide by the piece length: 240 ÷ 20 = 12 pieces.

C

This is a straightforward unit conversion problem. Converting 20 feet to 240 inches and dividing by 20 inches per piece gives exactly 12 pieces with no remainder.",312,True,High
9,college_prep_achiever,"upper-middle class, professional parents",optimal_conditions,0,q_2007_4_9_5_mc,"""x is 5 more than y"" means x equals y plus 5, which translates to x = y + 5 or equivalently x = 5 + y.

A

This is a straightforward translation problem. When something is ""5 more than"" another value, we add 5 to that value. So x being 5 more than y means x = y + 5.",266,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_15_num,"Looking at this problem, I need to track what Ari currently has and determine what he needs.

**Current state:**
- Ari has: 3 red and 4 green
- He takes 13 more pieces

**After taking 13 more pieces:**
- Let x = number of red pieces among the 13
- Red total: 3 + x
- Green total: 4 + (13 - x) = 17 - x

**For more red than green:**
3 + x > 17 - x
2x > 14
x > 7

Since x must be a whole number, the minimum value is x = 8.

**Verification:** With 8 red pieces: Red = 11, Green = 10 ✓

8",485,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_1_mc,"If 3x = 0, then x = 0. Substituting into the expression: 1 + x + x² = 1 + 0 + 0² = 1 + 0 + 0 = 1.

B

The equation 3x = 0 directly gives us x = 0. Plugging this into 1 + x + x² yields 1 + 0 + 0 = 1, making B the correct answer.",227,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_5_mc,"If k + n < k, then subtracting k from both sides gives n < 0. This must be true regardless of k's value.

E

The inequality k + n < k simplifies to n < 0 when we subtract k from both sides. This holds for any value of k (positive, negative, or zero), so n must be negative.",273,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_8_mc,"I need to count outfits with one red, one white, and one blue item across three categories (hat, sweater, jeans).

There are 3! = 6 ways to assign the three colors to the three clothing types.

B

For each color assignment (like red hat, blue sweater, white jeans), there's exactly one outfit. Since there are 3! = 6 permutations of assigning red, white, and blue to hat, sweater, and jeans, the answer is 6.",408,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_2_9_num,"Looking at this problem, I need to translate the words into an equation.

Let x = the certain number. ""Twice a certain number"" means 2x, and ""increased by 5"" means adding 5, giving 2x + 5 = 14. Solving: 2x = 9, so x = 4.5.

4.5",227,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_12_mc,"I need to find which value of n violates either ""the only mode is 5"" or ""the median is 6.""

Current list: 5, 6, 5, 6, 7, 5, 5, n, 6

Mode condition: 5 appears 4 times. For 5 to be the only mode, no other number can appear 4+ times. Currently 6 appears 3 times, so if n=6, then 6 would appear 4 times, creating two modes (5 and 6).

A

If n=6, then 6 appears 4 times total, making both 5 and 6 modes, which violates ""the only mode is 5.""",436,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_19_mc,"I need to set up two equations from the given information and solve for x.

Given: x² = 4y² and x = 2y + 1

Substituting the second equation into the first:
(2y + 1)² = 4y²
4y² + 4y + 1 = 4y²
4y + 1 = 0
y = -1/4

Therefore: x = 2(-1/4) + 1 = -1/2 + 1 = 1/2

E

This is a straightforward system of equations problem. After substituting x = 2y + 1 into x² = 4y², the y² terms cancel, leaving a linear equation that gives y = -1/4, which leads to x = 1/2.",452,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_20_mc,"Line l has slope (1-0)/(2-0) = 1/2. Perpendicular line q must have slope -2. Using points (2,1) and (0,t): slope = (t-1)/(0-2) = -2, so t-1 = 4, giving t = 5.

E

The slope of line l is 1/2, so the perpendicular line q must have slope -2 (negative reciprocal). Using the two points on line q and setting the slope equal to -2, I can solve for t = 5.",349,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_2_mc,"The machine fills 24 cartons in 60 minutes, so the rate is 24/60 = 0.4 cartons per minute. In 5 minutes: 0.4 × 5 = 2 cartons.

A

The rate is 24 cartons per hour = 24/60 = 2/5 cartons per minute. Multiplying by 5 minutes gives exactly 2 cartons.",245,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_6_mc,"Let me set up an equation. If the number is x, then 2x + 3 = 10. Solving: 2x = 7, so x = 7/2. Therefore, 4x = 4(7/2) = 14.

D

This is a straightforward algebra problem. I translated the word problem into 2x + 3 = 10, solved for x = 7/2, then multiplied by 4 to get 14.",269,True,High
9,college_prep_achiever,"upper-middle class, professional parents",moderate_stress,1,q_2007_1_6_7_mc,"Since a < 0, multiplying by larger positive numbers makes the result more negative (smaller). The sequence a, 2a, 4a, 8a becomes increasingly negative, so a is the least negative and therefore the greatest.

A

When a is negative, multiplying it by larger coefficients (2, 4, 8) produces more negative values. For example, if a = -1, then a = -1, 2a = -2, 4a = -4, and 8a = -8. Since -1 > -2 > -4 > -8, the answer is a.",419,True,High
